GeneratorName=FCCS 4.0,GeneratorVersion=3.0.0,DateCreated=04/12/2024
fuelbed_number,filename,cover_type,ecoregion,overstory_loading,midstory_loading,understory_loading,snags_c1_foliage_loading,snags_c1wo_foliage_loading,snags_c1_wood_loading,snags_c2_loading,snags_c3_loading,shrubs_primary_loading,shrubs_secondary_loading,shrubs_primary_perc_live,shrubs_secondary_perc_live,shrubs_needledrape_loading,nw_primary_loading,nw_secondary_loading,nw_primary_perc_live,nw_secondary_perc_live,w_sound_0_quarter_loading,w_sound_quarter_1_loading,w_sound_1_3_loading,w_sound_3_9_loading,w_sound_9_20_loading,w_sound_gt20_loading,w_rotten_3_9_loading,w_rotten_9_20_loading,w_rotten_gt20_loading,w_stump_sound_loading,w_stump_rotten_loading,w_stump_lightered_loading,litter_depth,litter_loading,lichen_depth,lichen_loading,moss_depth,moss_loading,basal_accum_loading,squirrel_midden_loading,ladderfuels_loading,duff_lower_depth,duff_lower_loading,duff_upper_depth,duff_upper_loading,pile_clean_loading,pile_dirty_loading,pile_vdirty_loading,Total_available_fuel_loading,efg_natural,efg_activity
5108,FB_5108_R6.xml,151,340.000000,5.398314,6.085621,0.010227,0.000000,0.000000,0.000000,0.318133,0.261992,2.892000,0.000000,70.000000,0.000000,0.000000,0.050000,0.000000,90.000000,0.000000,0.500000,2.000000,2.500000,5.000000,0.700000,0.000000,2.500000,2.200000,0.000000,0.769684,0.000000,0.000000,0.500000,1.102500,0.000000,0.000000,0.000000,0.000000,0.006552,0.000000,3.000000,0.100000,0.180000,0.300000,2.304000,0.000000,0.000000,0.000000,37.009338,8,3
5109,FB_5109_R6.xml,151,340.000000,5.398314,18.483490,0.010227,0.000000,0.000000,0.000000,0.000000,0.651130,0.964000,0.000000,80.000000,0.000000,0.000000,0.200000,0.000000,90.000000,0.000000,0.100000,0.500000,0.900000,0.400000,1.200000,0.000000,0.400000,0.300000,0.000000,0.371098,0.086275,0.000000,0.500000,1.029000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.100000,0.090000,0.100000,0.160000,0.000000,0.000000,0.000000,33.872437,8,3
5110,FB_5110_R6.xml,151,340.000000,5.398314,8.625629,0.005113,0.000000,0.000000,0.000000,0.395329,0.325565,1.928000,0.000000,60.000000,0.000000,1.500000,0.200000,0.000000,90.000000,0.000000,0.500000,1.100000,1.500000,0.900000,0.600000,0.500000,0.900000,0.800000,0.000000,0.219910,0.367563,0.000000,1.000000,2.058000,0.000000,0.000000,0.000000,0.000000,0.006740,0.000000,3.000000,0.200000,0.360000,0.200000,1.120000,0.000000,0.000000,0.000000,32.090252,8,3
5111,FB_5111_R6.xml,151,340.000000,5.398314,15.623723,0.005113,0.000000,0.000000,0.000000,0.384769,0.168005,3.856000,0.000000,70.000000,0.000000,1.500000,0.100000,0.000000,90.000000,0.000000,0.500000,1.100000,1.500000,0.900000,0.600000,0.500000,0.900000,0.800000,0.000000,0.000000,0.032672,0.000000,1.000000,2.646000,0.000000,0.000000,0.000000,0.000000,0.006552,0.000000,3.000000,0.200000,0.360000,0.200000,1.536000,0.000000,0.000000,0.000000,41.417149,8,3
5112,FB_5112_R6.xml,151,340.000000,2.699157,9.150826,0.000000,1.100503,6.696892,3.348446,6324.877930,2.944082,0.964000,0.000000,80.000000,0.000000,0.000000,0.100000,0.000000,90.000000,0.000000,1.000000,1.700000,3.100000,12.000001,6.000000,0.800000,1.600000,2.700000,0.400000,0.000000,0.000000,0.000000,1.000000,2.646000,0.000000,0.000000,0.000000,0.000000,0.001815,0.000000,3.000000,0.300000,3.240000,0.300000,2.280000,0.000000,0.000000,0.000000,6382.304199,8,3
5113,FB_5113_R6.xml,151,340.000000,5.398314,28.898384,0.000000,0.000000,0.000000,0.000000,1.787478,1.177633,0.964000,0.000000,80.000000,0.000000,1.500000,0.050000,0.000000,90.000000,0.000000,0.500000,1.500000,3.100000,2.600000,3.000000,0.500000,0.900000,2.100000,0.300000,0.000000,0.018378,0.000000,1.500000,4.410000,0.000000,0.000000,0.000000,0.000000,0.006154,0.000000,3.000000,0.200000,2.160000,0.300000,2.400000,0.000000,0.000000,0.000000,66.270348,8,3
5114,FB_5114_R6.xml,151,340.000000,8.199828,5.760852,0.005295,0.000000,0.000000,0.000000,0.688763,0.578199,0.000000,0.000000,0.000000,0.000000,1.500000,0.100000,0.000000,90.000000,0.000000,0.400000,0.400000,1.800000,0.500000,0.500000,0.000000,0.000000,0.500000,0.000000,0.897965,0.114864,0.000000,0.500000,0.662500,0.000000,0.000000,0.000000,0.000000,0.014330,0.000000,0.500000,0.100000,0.090000,0.100000,0.160000,0.000000,0.000000,0.000000,22.474630,8,3
5115,FB_5115_R6.xml,118,340.000000,8.199828,5.538452,0.004932,0.000000,0.000000,0.000000,0.688763,0.578199,0.000000,0.000000,0.000000,0.000000,1.500000,0.100000,0.000000,90.000000,0.000000,0.500000,0.600000,2.000000,0.700000,1.200000,0.000000,1.000000,1.500000,0.000000,1.496608,0.114864,0.000000,0.900000,2.265750,0.000000,0.000000,0.000000,0.000000,0.014330,0.000000,0.500000,0.200000,3.420000,0.300000,2.280000,0.000000,0.000000,0.000000,32.705116,8,1
5116,FB_5116_R6.xml,151,340.000000,26.848032,1.846151,0.004932,0.000000,0.000000,0.000000,0.688763,0.578199,1.116000,0.000000,80.000000,0.000000,1.500000,0.100000,0.000000,90.000000,0.000000,0.400000,0.400000,1.800000,0.500000,0.500000,0.000000,0.000000,0.500000,0.000000,0.000000,0.114864,0.000000,0.500000,0.750000,0.000000,0.000000,0.000000,0.000000,0.071578,0.000000,0.500000,0.100000,0.090000,0.100000,0.160000,0.000000,0.000000,0.000000,38.468521,8,3
5117,FB_5117_R6.xml,151,340.000000,27.931393,0.000000,0.010227,0.803330,5.616781,2.808391,6.032391,33.285267,0.964000,0.000000,80.000000,0.000000,1.500000,0.100000,0.000000,90.000000,0.000000,1.000000,1.700000,3.500000,10.900001,8.900001,2.800000,1.600000,3.100000,0.500000,0.000000,0.000000,0.000000,1.000000,2.646000,0.000000,0.000000,0.000000,0.000000,0.143689,0.000000,0.500000,0.200000,2.160000,0.300000,2.160000,0.000000,0.000000,0.000000,112.236298,8,3
5118,FB_5118_R6.xml,151,340.000000,32.133198,0.000000,0.000000,0.000000,2.808391,0.000000,4.941609,2.063924,0.000000,0.000000,0.000000,0.000000,1.500000,0.050000,0.000000,90.000000,0.000000,0.500000,1.500000,3.100000,3.900000,5.800000,0.500000,1.600000,2.800000,0.300000,0.000000,0.114864,0.000000,1.500000,4.500000,0.000000,0.000000,0.000000,0.000000,0.379651,0.000000,0.500000,0.200000,0.360000,0.300000,2.400000,0.000000,0.000000,0.000000,68.943245,8,3
5119,FB_5119_R6.xml,118,340.000000,0.889130,0.172320,4.423207,0.861505,13.624305,3.129254,0.822531,0.576740,0.420000,0.000000,60.000000,0.000000,0.000000,0.300000,0.000000,80.000000,0.000000,0.100000,0.500000,1.200000,0.500000,1.000000,1.500000,0.000000,0.200000,0.000000,0.000000,0.000000,0.000000,0.200000,0.043200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.100000,0.360000,0.200000,0.320000,0.000000,0.000000,0.000000,17.188631,8,1
5120,FB_5120_R6.xml,118,340.000000,0.842817,0.000000,2.654756,0.000000,0.000000,0.000000,2.330330,0.757849,0.210000,0.000000,60.000000,0.000000,0.000000,0.400000,0.000000,80.000000,0.000000,0.100000,0.500000,0.500000,0.500000,0.500000,1.500000,0.000000,0.200000,0.000000,1.315305,0.000000,0.000000,0.200000,0.043200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.100000,0.270000,0.100000,0.120000,0.000000,0.000000,0.000000,14.428953,8,1
5121,FB_5121_R6.xml,118,340.000000,0.842817,15.783903,0.096262,0.061120,0.575160,0.191720,4.074928,7.714875,0.380586,0.000000,60.000000,0.000000,0.000000,0.200000,0.000000,80.000000,0.000000,0.100000,1.500000,1.200000,2.000000,4.000000,2.000000,1.000000,1.500000,0.000000,0.000000,0.000000,0.000000,0.500000,0.128500,0.000000,0.000000,0.000000,0.000000,0.000203,0.000000,3.000000,0.200000,1.800000,0.300000,1.200000,0.000000,0.000000,0.000000,48.583199,8,1
5122,FB_5122_R6.xml,118,340.000000,0.842817,7.471200,0.718149,0.000000,0.000000,0.000000,0.056028,1.327651,0.102000,0.000000,60.000000,0.000000,0.000000,0.500000,0.000000,60.000000,0.000000,0.100000,0.500000,0.500000,0.500000,0.200000,0.500000,0.000000,0.000000,0.000000,0.706666,0.350206,0.000000,0.500000,0.160625,0.000000,0.000000,0.000000,0.000000,0.000199,0.000000,3.000000,0.200000,2.160000,0.200000,0.960000,0.000000,0.000000,0.000000,19.948875,8,1
5123,FB_5123_R6.xml,118,340.000000,14.626528,7.891952,0.008164,0.000000,0.355231,0.000000,2.702356,1.542975,0.102000,0.000000,80.000000,0.000000,0.000000,0.100000,0.000000,80.000000,0.000000,0.800000,1.200000,3.000000,2.400000,4.000000,1.000000,2.800000,4.200000,0.000000,0.000000,0.000000,0.000000,1.500000,3.434250,0.100000,0.002500,0.000000,0.000000,0.014015,0.000000,3.000000,0.500000,7.200000,1.000000,6.400000,0.000000,0.000000,0.000000,66.424736,8,1
5124,FB_5124_R6.xml,118,340.000000,18.089754,3.646149,0.044922,0.935444,1.132608,3.397824,0.000000,0.000000,0.170000,0.000000,80.000000,0.000000,0.000000,0.700000,0.000000,60.000000,0.000000,0.100000,0.400000,0.100000,0.300000,0.200000,0.000000,0.100000,0.000000,0.000000,0.348138,0.450265,0.000000,0.250000,0.192750,0.000000,0.000000,0.000000,0.000000,0.014863,0.000000,3.000000,0.200000,2.160000,0.200000,0.960000,0.000000,0.000000,0.000000,31.564148,8,1
5125,FB_5125_R6.xml,118,340.000000,18.089754,3.646149,0.044922,0.935444,1.132608,3.397824,0.000000,0.000000,0.170000,0.000000,80.000000,0.000000,0.000000,0.700000,0.000000,60.000000,0.000000,2.000000,3.400000,2.300000,2.000000,0.300000,0.000000,0.200000,0.200000,0.000000,0.652759,0.450265,0.000000,0.500000,0.514000,0.000000,0.000000,0.000000,0.000000,0.014863,0.000000,3.000000,0.200000,2.880000,0.300000,1.920000,0.000000,0.000000,0.000000,42.765396,8,1
5126,FB_5126_R6.xml,118,340.000000,15.357852,7.891952,0.016327,0.175819,0.521634,0.578081,1.212182,0.000000,0.510000,0.000000,80.000000,0.000000,0.000000,0.700000,0.000000,80.000000,0.000000,0.800000,1.200000,3.000000,0.400000,0.000000,0.000000,0.800000,4.200000,0.000000,0.000000,0.020012,0.000000,1.000000,1.872000,0.100000,0.002500,0.000000,0.000000,0.036830,0.000000,3.000000,0.500000,6.300000,1.000000,5.600000,0.000000,0.000000,0.000000,53.095474,8,1
5127,FB_5127_R6.xml,118,340.000000,23.980143,2.342259,0.008164,0.218824,0.500651,0.719476,1.351178,0.000000,0.102000,0.000000,40.000000,0.000000,0.000000,0.500000,0.000000,60.000000,0.000000,0.300000,2.000000,2.500000,1.000000,1.000000,1.500000,1.000000,0.500000,0.000000,0.000000,0.000000,0.000000,1.000000,2.090000,0.100000,0.002500,0.000000,0.000000,0.013825,0.000000,0.500000,0.500000,7.200000,1.000000,6.400000,0.000000,0.000000,0.000000,54.508888,8,1
5128,FB_5128_R6.xml,118,340.000000,18.773895,1.010333,0.032087,0.000000,0.667867,0.000000,1.615260,0.000000,1.020000,0.000000,80.000000,0.000000,0.000000,0.500000,0.000000,80.000000,0.000000,0.100000,0.600000,1.600000,0.400000,0.000000,4.000000,1.000000,0.500000,0.500000,0.000000,0.045945,0.000000,1.000000,1.220750,0.000000,0.000000,0.000000,0.000000,0.028040,0.000000,3.000000,0.500000,7.200000,0.500000,3.200000,0.000000,0.000000,0.000000,46.346310,8,1
5129,FB_5129_R6.xml,118,340.000000,13.980493,0.592801,0.000000,0.000000,0.000000,0.000000,0.000000,1.343046,0.170000,0.000000,80.000000,0.000000,0.000000,1.000000,0.000000,80.000000,0.000000,0.800000,1.200000,0.100000,0.300000,0.200000,0.000000,0.800000,0.500000,0.000000,1.243868,0.020012,0.000000,1.000000,0.771000,0.000000,0.000000,0.000000,0.000000,0.008619,0.000000,0.040000,0.200000,2.160000,0.200000,0.960000,0.000000,0.000000,0.000000,24.945972,8,1
5130,FB_5130_R6.xml,118,340.000000,13.980493,0.592801,0.000000,0.000000,0.000000,0.000000,0.000000,1.343046,0.170000,0.000000,80.000000,0.000000,0.000000,1.000000,0.000000,80.000000,0.000000,0.800000,2.700000,5.000000,5.700000,0.200000,0.000000,2.000000,2.000000,0.000000,2.349932,0.020012,0.000000,1.000000,1.028000,0.000000,0.000000,0.000000,0.000000,0.008619,0.000000,0.500000,0.200000,2.880000,0.300000,1.920000,0.000000,0.000000,0.000000,41.842972,8,1
5131,FB_5131_R6.xml,118,340.000000,15.181649,0.936769,0.001341,0.233681,0.163207,0.768324,0.807630,0.578199,0.170000,0.000000,80.000000,0.000000,0.000000,0.500000,0.000000,80.000000,0.000000,0.020000,0.310000,0.900000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.165404,0.000000,0.200000,0.038550,0.100000,0.001500,0.000000,0.000000,0.007973,0.000000,3.000000,0.100000,0.720000,0.100000,0.320000,0.000000,0.000000,0.000000,26.892698,8,1
5132,FB_5132_R6.xml,118,340.000000,15.181649,0.936769,0.001341,0.233681,0.163207,0.768324,0.807630,0.578199,0.170000,0.000000,80.000000,0.000000,0.000000,0.500000,0.000000,80.000000,0.000000,1.000000,2.700000,5.000000,5.700000,1.200000,1.200000,0.300000,0.100000,0.000000,0.114195,0.165404,0.000000,0.700000,0.719600,0.100000,0.001500,0.000000,0.000000,0.007973,0.000000,3.000000,0.200000,2.880000,0.400000,2.560000,0.000000,0.000000,0.000000,44.943748,8,1
5133,FB_5133_R6.xml,118,340.000000,14.654528,1.171129,0.001633,0.175819,0.500651,0.578081,1.212182,0.000000,0.102000,0.000000,40.000000,0.000000,0.000000,0.500000,0.000000,60.000000,0.000000,1.000000,1.500000,2.500000,1.000000,0.500000,0.500000,0.500000,0.500000,0.000000,0.000000,0.000000,0.000000,1.000000,1.430000,0.100000,0.001500,0.000000,0.000000,0.042401,0.000000,0.500000,0.500000,7.200000,1.000000,6.400000,0.000000,0.000000,0.000000,41.391193,8,1
5134,FB_5134_R6.xml,118,340.000000,18.651220,3.799050,0.108561,0.218824,0.566536,0.719476,0.165599,0.278184,0.102000,0.000000,40.000000,0.000000,0.000000,0.500000,0.000000,60.000000,0.000000,0.300000,2.000000,2.500000,1.500000,10.500001,1.500000,1.000000,11.000001,1.200000,0.000000,0.000000,0.000000,1.000000,1.795500,0.100000,0.002500,0.000000,0.000000,0.010809,0.000000,3.000000,0.500000,7.200000,1.500000,9.599999,0.000000,0.000000,0.000000,76.932251,8,1
5135,FB_5135_R6.xml,118,340.000000,9.325610,0.419018,0.001633,0.000000,0.545929,0.000000,0.000000,1.292666,0.102000,0.000000,40.000000,0.000000,0.000000,0.500000,0.000000,60.000000,0.000000,0.100000,0.500000,1.000000,1.500000,3.000000,0.000000,0.000000,0.000000,0.500000,1.223103,0.000000,0.000000,1.000000,0.567000,0.100000,0.002500,0.000000,0.000000,0.005503,0.000000,3.000000,0.200000,1.440000,0.200000,0.640000,0.000000,0.000000,0.000000,23.895931,8,1
5136,FB_5136_R6.xml,118,340.000000,9.325610,0.419018,0.001633,0.000000,0.545929,0.000000,0.000000,1.292666,0.102000,0.000000,40.000000,0.000000,0.000000,0.500000,0.000000,60.000000,0.000000,1.100000,2.300000,4.800000,4.300000,8.200001,2.500000,2.000000,3.000000,0.000000,1.181946,0.000000,0.000000,1.200000,1.927800,0.100000,0.002500,0.000000,0.000000,0.027515,0.000000,3.000000,0.500000,7.200000,1.000000,6.400000,0.000000,0.000000,0.000000,58.398746,8,1
5137,FB_5137_R6.xml,118,340.000000,13.980493,0.886931,0.008205,0.000000,0.000000,0.000000,0.000000,0.578199,0.170000,0.000000,80.000000,0.000000,0.000000,1.000000,0.000000,80.000000,0.000000,1.200000,1.800000,0.500000,0.300000,0.200000,0.000000,0.200000,0.500000,0.000000,0.053309,0.700412,0.000000,1.000000,1.028000,0.000000,0.000000,0.000000,0.000000,0.021607,0.000000,3.000000,0.500000,7.200000,0.500000,3.200000,0.000000,0.000000,0.000000,36.473846,8,1
5138,FB_5138_R6.xml,118,340.000000,15.788235,0.936769,0.113508,0.233681,0.163207,0.768324,0.807630,0.578199,0.170000,0.000000,80.000000,0.000000,0.000000,1.000000,0.000000,80.000000,0.000000,0.500000,0.600000,0.500000,0.400000,1.000000,0.000000,0.200000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.771000,0.100000,0.001500,0.000000,0.000000,0.007276,0.000000,3.000000,0.200000,1.440000,0.200000,0.640000,0.000000,0.000000,0.000000,29.687798,8,1
5139,FB_5139_R6.xml,118,340.000000,0.889130,0.172320,4.423207,0.861505,13.624305,3.129254,0.822531,0.576740,0.579687,0.000000,60.000000,0.000000,0.000000,0.300000,0.000000,80.000000,0.000000,0.100000,0.500000,1.200000,0.500000,1.000000,1.500000,0.000000,0.200000,0.000000,0.000000,0.000000,0.000000,0.200000,0.043200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.100000,0.360000,0.200000,0.320000,0.000000,0.000000,0.000000,17.348320,8,1
5140,FB_5140_R6.xml,118,340.000000,0.842817,0.000000,2.654756,0.000000,0.000000,0.000000,2.330330,0.757849,0.255628,0.000000,60.000000,0.000000,0.000000,0.400000,0.100000,80.000000,75.000000,0.100000,0.500000,0.500000,0.500000,0.500000,1.500000,0.000000,0.200000,0.000000,1.315305,0.000000,0.000000,0.200000,0.043200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.100000,0.270000,0.100000,0.120000,0.000000,0.000000,0.000000,14.574581,8,1
5141,FB_5141_R6.xml,118,340.000000,0.842817,15.783903,0.096262,0.061120,0.575160,0.191720,4.074928,7.714875,0.435549,0.000000,60.000000,0.000000,0.000000,0.200000,0.100000,80.000000,75.000000,0.100000,1.500000,1.200000,2.000000,4.000000,2.000000,1.000000,1.500000,0.000000,0.000000,0.000000,0.000000,0.500000,0.128500,0.000000,0.000000,0.000000,0.000000,0.000203,0.000000,3.000000,0.200000,1.800000,0.300000,1.200000,0.000000,0.000000,0.000000,48.738159,8,1
5142,FB_5142_R6.xml,118,340.000000,0.842817,7.471200,0.718149,0.000000,0.000000,0.000000,0.056028,1.327651,0.175814,0.000000,60.000000,0.000000,0.000000,0.500000,0.100000,60.000000,75.000000,0.100000,0.500000,0.500000,0.500000,0.200000,0.500000,0.000000,0.000000,0.000000,0.706666,0.350206,0.000000,0.500000,0.160625,0.000000,0.000000,0.000000,0.000000,0.000199,0.000000,3.000000,0.200000,2.160000,0.200000,0.960000,0.000000,0.000000,0.000000,20.122688,8,1
5143,FB_5143_R6.xml,118,340.000000,14.626528,7.891952,0.008164,0.000000,0.355231,0.000000,2.702356,1.542975,0.034776,0.000000,80.000000,0.000000,0.000000,0.100000,0.100000,80.000000,75.000000,0.800000,1.200000,3.000000,2.400000,4.000000,1.000000,2.800000,4.200000,0.000000,0.000000,0.000000,0.000000,1.500000,3.434250,0.100000,0.002500,0.000000,0.000000,0.014015,0.000000,3.000000,0.500000,7.200000,1.000000,6.400000,0.000000,0.000000,0.000000,66.457520,8,1
5144,FB_5144_R6.xml,118,340.000000,15.357852,7.891952,0.016327,0.187165,0.536924,0.615385,1.299568,0.000000,0.173881,0.000000,80.000000,0.000000,0.000000,0.700000,0.100000,80.000000,75.000000,0.800000,1.200000,3.000000,0.400000,0.000000,0.000000,0.800000,4.200000,0.000000,0.000000,0.020012,0.000000,1.000000,1.872000,0.100000,0.002500,0.000000,0.000000,0.036830,0.000000,3.000000,0.500000,6.300000,1.000000,5.600000,0.000000,0.000000,0.000000,52.958084,8,1
5145,FB_5145_R6.xml,118,340.000000,18.089754,3.646149,0.044922,0.842817,1.020458,3.061373,0.000000,0.000000,0.109388,0.000000,80.000000,0.000000,0.000000,0.700000,0.100000,60.000000,75.000000,0.100000,0.400000,0.100000,0.300000,0.200000,0.000000,0.100000,0.000000,0.000000,0.348138,0.450265,0.000000,0.250000,0.192750,0.000000,0.000000,0.000000,0.000000,0.014863,0.000000,3.000000,0.200000,2.160000,0.200000,0.960000,0.000000,0.000000,0.000000,31.510910,8,1
5146,FB_5146_R6.xml,118,340.000000,18.089754,3.646149,0.044922,0.842817,1.020458,3.061373,0.000000,0.000000,0.109388,0.000000,80.000000,0.000000,0.000000,0.700000,0.100000,60.000000,75.000000,2.000000,3.400000,2.300000,2.000000,0.300000,0.000000,0.200000,0.200000,0.000000,0.652759,0.450265,0.000000,0.500000,0.514000,0.000000,0.000000,0.000000,0.000000,0.014863,0.000000,3.000000,0.200000,2.880000,0.300000,1.920000,0.000000,0.000000,0.000000,42.712162,8,1
5147,FB_5147_R6.xml,118,340.000000,23.980143,2.342259,0.008164,0.218824,0.500651,0.719476,1.351178,0.000000,0.034776,0.000000,40.000000,0.000000,0.000000,0.500000,0.100000,60.000000,75.000000,0.300000,2.000000,2.500000,1.000000,1.000000,1.500000,1.000000,0.500000,0.000000,0.000000,0.000000,0.000000,1.000000,2.090000,0.100000,0.002500,0.000000,0.000000,0.013825,0.000000,0.500000,0.500000,7.200000,1.000000,6.400000,0.000000,0.000000,0.000000,54.541668,8,1
5148,FB_5148_R6.xml,118,340.000000,14.654528,1.171129,0.001633,0.172308,0.500651,0.566536,1.225867,0.000000,0.034776,0.000000,40.000000,0.000000,0.000000,0.500000,0.100000,60.000000,75.000000,1.000000,1.500000,2.500000,1.000000,0.500000,0.500000,0.500000,0.500000,0.000000,0.000000,0.000000,0.000000,1.000000,1.430000,0.100000,0.001500,0.000000,0.000000,0.042401,0.000000,0.500000,0.500000,7.200000,1.000000,6.400000,0.000000,0.000000,0.000000,41.434143,8,1
5149,FB_5149_R6.xml,118,340.000000,18.773895,1.010333,0.032087,0.000000,0.667867,0.000000,1.615260,0.000000,0.575992,0.000000,80.000000,0.000000,0.000000,0.500000,0.100000,80.000000,75.000000,0.100000,0.600000,1.600000,0.400000,0.000000,4.000000,1.000000,0.500000,0.500000,0.000000,0.045945,0.000000,1.000000,1.220750,0.000000,0.000000,0.000000,0.000000,0.028040,0.000000,3.000000,0.500000,7.200000,0.500000,3.200000,0.000000,0.000000,0.000000,46.002304,8,1
5150,FB_5150_R6.xml,118,340.000000,13.980493,0.592801,0.000000,0.000000,0.000000,0.000000,0.000000,1.156397,0.109388,0.000000,80.000000,0.000000,0.000000,1.000000,0.100000,80.000000,75.000000,0.800000,1.200000,0.100000,0.300000,0.200000,0.000000,0.800000,0.500000,0.000000,1.243868,0.020012,0.000000,1.000000,0.771000,0.000000,0.000000,0.000000,0.000000,0.008619,0.000000,0.040000,0.200000,2.160000,0.200000,0.960000,0.000000,0.000000,0.000000,24.798710,8,1
5151,FB_5151_R6.xml,118,340.000000,13.980493,0.592801,0.000000,0.000000,0.000000,0.000000,0.000000,1.156397,0.109388,0.000000,80.000000,0.000000,0.000000,1.000000,0.100000,80.000000,75.000000,0.800000,2.700000,5.000000,5.700000,0.200000,0.000000,2.000000,2.000000,0.000000,2.349932,0.020012,0.000000,1.000000,1.028000,0.000000,0.000000,0.000000,0.000000,0.008619,0.000000,0.500000,0.200000,2.880000,0.300000,1.920000,0.000000,0.000000,0.000000,41.695709,8,1
5152,FB_5152_R6.xml,118,340.000000,15.181649,0.936769,0.001341,0.233681,0.163207,0.768324,0.807630,0.578199,0.888476,1.093635,80.000000,80.000000,1.500000,0.500000,0.100000,80.000000,75.000000,0.020000,0.310000,0.900000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.165404,0.000000,0.200000,0.038550,0.100000,0.001500,0.000000,0.000000,0.007973,0.000000,3.000000,0.100000,0.720000,0.100000,0.320000,0.000000,0.000000,0.000000,30.304810,8,1
5153,FB_5153_R6.xml,118,340.000000,15.181649,0.936769,0.001341,0.233681,0.163207,0.768324,0.807630,0.578199,0.888476,1.093635,80.000000,80.000000,1.500000,0.500000,0.100000,80.000000,75.000000,1.000000,2.700000,5.000000,5.700000,1.200000,1.200000,0.300000,0.100000,0.000000,0.114195,0.165404,0.000000,0.700000,0.719600,0.100000,0.001500,0.000000,0.000000,0.007973,0.000000,3.000000,0.200000,2.880000,0.400000,2.560000,0.000000,0.000000,0.000000,48.355862,8,1
5154,FB_5154_R6.xml,118,340.000000,18.651220,3.799050,0.108561,0.218824,0.566536,0.719476,0.165599,0.278184,0.034776,0.000000,40.000000,0.000000,0.000000,0.500000,0.100000,60.000000,75.000000,0.300000,2.000000,2.500000,1.500000,10.500001,1.500000,1.000000,11.000001,1.200000,0.000000,0.000000,0.000000,1.000000,1.795500,0.100000,0.002500,0.000000,0.000000,0.010809,0.000000,3.000000,0.500000,7.200000,1.500000,9.599999,0.000000,0.000000,0.000000,76.965027,8,1
5155,FB_5155_R6.xml,118,340.000000,9.325610,0.419018,0.001633,0.000000,0.545929,0.000000,0.000000,1.292666,0.034776,0.000000,40.000000,0.000000,0.000000,0.500000,0.100000,60.000000,75.000000,0.100000,0.500000,1.000000,1.500000,3.000000,0.000000,0.000000,0.000000,0.500000,1.243868,0.000000,0.000000,1.000000,0.567000,0.100000,0.002500,0.000000,0.000000,0.005503,0.000000,3.000000,0.200000,1.440000,0.200000,0.640000,0.000000,0.000000,0.000000,23.928709,8,1
5156,FB_5156_R6.xml,118,340.000000,9.325610,0.419018,0.001633,0.000000,0.545929,0.000000,0.000000,1.292666,0.034776,0.000000,40.000000,0.000000,0.000000,0.500000,0.100000,60.000000,75.000000,1.100000,2.300000,4.800000,4.300000,8.200001,2.500000,2.000000,3.000000,0.000000,1.243868,0.000000,0.000000,1.200000,1.927800,0.100000,0.002500,0.000000,0.000000,0.027515,0.000000,3.000000,0.500000,7.200000,1.000000,6.400000,0.000000,0.000000,0.000000,58.431522,8,1
5157,FB_5157_R6.xml,118,340.000000,13.980493,0.886931,0.008205,0.000000,0.000000,0.000000,0.000000,0.578199,0.109388,0.000000,80.000000,0.000000,0.000000,1.000000,0.100000,80.000000,75.000000,1.200000,1.800000,0.500000,0.300000,0.200000,0.000000,0.200000,0.500000,0.000000,0.053309,0.700412,0.000000,1.000000,1.028000,0.000000,0.000000,0.000000,0.000000,0.021607,0.000000,3.000000,0.500000,7.200000,0.500000,3.200000,0.000000,0.000000,0.000000,36.513237,8,1
5158,FB_5158_R6.xml,118,340.000000,15.788235,0.936769,0.113508,0.233681,0.163207,0.768324,0.807630,0.578199,0.888476,1.093635,80.000000,80.000000,1.500000,1.000000,0.100000,80.000000,75.000000,0.500000,0.600000,0.500000,0.400000,1.000000,0.000000,0.200000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.771000,0.100000,0.001500,0.000000,0.000000,0.007276,0.000000,3.000000,0.200000,1.440000,0.200000,0.640000,0.000000,0.000000,0.000000,33.099911,8,1
5159,FB_5159_R6.xml,151,340.000000,1.980173,0.000000,0.118596,0.000000,0.000000,0.000000,2.376334,2.854078,9.180000,0.000000,80.000000,0.000000,0.000000,0.100000,0.000000,90.000000,0.000000,0.400000,0.300000,2.000000,2.700000,4.200000,8.400001,1.000000,1.000000,0.500000,0.489927,0.014703,0.000000,0.200000,0.309000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,37.432884,8,3
