GeneratorName=FCCS 4.0,GeneratorVersion=3.0.0,DateCreated=04/12/2024
fuelbed_number,filename,cover_type,ecoregion,overstory_loading,midstory_loading,understory_loading,snags_c1_foliage_loading,snags_c1wo_foliage_loading,snags_c1_wood_loading,snags_c2_loading,snags_c3_loading,shrubs_primary_loading,shrubs_secondary_loading,shrubs_primary_perc_live,shrubs_secondary_perc_live,shrubs_needledrape_loading,nw_primary_loading,nw_secondary_loading,nw_primary_perc_live,nw_secondary_perc_live,w_sound_0_quarter_loading,w_sound_quarter_1_loading,w_sound_1_3_loading,w_sound_3_9_loading,w_sound_9_20_loading,w_sound_gt20_loading,w_rotten_3_9_loading,w_rotten_9_20_loading,w_rotten_gt20_loading,w_stump_sound_loading,w_stump_rotten_loading,w_stump_lightered_loading,litter_depth,litter_loading,lichen_depth,lichen_loading,moss_depth,moss_loading,basal_accum_loading,squirrel_midden_loading,ladderfuels_loading,duff_lower_depth,duff_lower_loading,duff_upper_depth,duff_upper_loading,pile_clean_loading,pile_dirty_loading,pile_vdirty_loading,Total_available_fuel_loading,efg_natural,efg_activity
5246,FB_5246_R6.xml,118,340.000000,9.623289,0.000000,0.024575,0.000000,0.000000,0.000000,0.000000,1.735700,0.661203,0.000000,85.000000,0.000000,0.000000,0.150000,0.000000,90.000000,0.000000,0.400000,1.100000,3.600000,1.100000,0.500000,0.200000,0.800000,0.300000,0.200000,0.000000,0.000000,0.000000,1.000000,1.350000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.500000,7.740000,0.800000,5.504000,0.000000,0.000000,0.000000,37.988766,8,1
5247,FB_5247_R6.xml,118,340.000000,7.739624,0.000000,0.531406,0.000000,0.000000,0.000000,3.512726,1.735700,0.661203,0.000000,85.000000,0.000000,0.000000,0.150000,0.000000,90.000000,0.000000,0.700000,1.600000,1.700000,0.700000,3.100000,1.600000,0.600000,2.400000,1.300000,0.000000,1.482506,0.000000,1.000000,2.580000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,1.000000,15.480000,1.000000,6.880000,0.000000,0.000000,0.000000,57.453163,8,1
5248,FB_5248_R6.xml,118,340.000000,21.710426,7.698635,0.000000,0.000000,7.865818,0.000000,10.538177,4.049965,0.330601,0.000000,85.000000,0.000000,0.000000,0.100000,0.000000,90.000000,0.000000,1.300000,2.900000,5.600000,0.600000,0.300000,0.300000,2.900000,1.300000,1.200000,0.000000,0.247084,0.000000,2.500000,7.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.500000,9.000000,1.000000,8.000000,0.000000,0.000000,0.000000,88.574898,8,1
5249,FB_5249_R6.xml,118,340.000000,41.544003,2.220788,0.000000,0.000000,7.865818,0.000000,10.538177,4.049965,0.118072,0.000000,85.000000,0.000000,0.000000,0.050000,0.000000,90.000000,0.000000,0.700000,2.900000,2.400000,4.800000,0.900000,0.000000,12.900001,2.300000,0.000000,0.000000,0.000000,0.000000,3.500000,10.500001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.700000,12.600000,1.900000,15.200001,0.000000,0.000000,0.000000,126.721008,8,1
5250,FB_5250_R6.xml,125,340.000000,0.320583,0.000000,0.588086,0.000000,0.398445,0.000000,0.000000,0.000000,0.002190,0.000000,99.000000,0.000000,0.000000,0.020000,0.000000,70.000000,0.000000,0.100000,0.300000,0.300000,3.000000,0.400000,0.000000,0.200000,0.200000,0.000000,1.127037,0.018378,0.000000,0.500000,0.750000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,0.100000,0.400000,0.032159,0.000000,0.000000,9.631396,8,3
5251,FB_5251_R6.xml,125,340.000000,0.320583,0.000000,0.588086,0.000000,3.386785,0.000000,3.574957,0.000000,0.002190,0.000000,99.000000,0.000000,0.000000,0.020000,0.000000,70.000000,0.000000,0.200000,1.000000,3.100000,10.000000,0.400000,0.000000,0.500000,0.200000,0.000000,0.000000,0.018378,0.000000,0.500000,0.750000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,0.100000,0.400000,0.032159,0.000000,0.000000,24.106352,8,3
5252,FB_5252_R6.xml,125,340.000000,2.800776,0.000000,1.479613,0.000000,0.498057,0.000000,0.714991,0.588816,0.002190,0.000000,99.000000,0.000000,0.000000,0.020000,0.000000,70.000000,0.000000,0.200000,1.000000,3.100000,15.000001,0.400000,0.000000,0.500000,0.200000,0.000000,0.000000,0.018378,0.000000,0.500000,1.050000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,0.200000,0.800000,0.032159,0.000000,0.000000,30.906925,8,3
5253,FB_5253_R6.xml,125,340.000000,1.940701,0.000000,0.122518,0.000000,0.298834,0.000000,0.357496,0.294408,0.002190,0.000000,99.000000,0.000000,0.000000,0.020000,0.000000,70.000000,0.000000,2.500000,3.500000,3.200000,5.400000,0.400000,0.000000,0.200000,0.200000,0.000000,2.817593,0.018378,0.000000,0.500000,1.050000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.100000,0.900000,0.300000,1.680000,0.032159,0.000000,0.000000,24.817850,8,3
5254,FB_5254_R6.xml,125,340.000000,3.881402,0.958754,0.986409,0.000000,0.298834,0.000000,0.357496,0.294408,0.002190,0.000000,99.000000,0.000000,0.000000,0.020000,0.000000,70.000000,0.000000,0.200000,1.000000,2.000000,15.000001,0.400000,0.000000,0.700000,0.400000,0.000000,0.000000,0.018378,0.000000,0.700000,1.680000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.100000,0.900000,0.300000,1.680000,0.032159,0.000000,0.000000,33.511196,8,3
5255,FB_5255_R6.xml,125,340.000000,8.494073,3.881402,0.024504,0.000000,9.961131,0.000000,0.214497,0.176645,0.002190,0.000000,99.000000,0.000000,0.000000,0.020000,0.000000,70.000000,0.000000,0.100000,0.600000,5.000000,8.000000,0.400000,0.000000,0.200000,0.200000,0.000000,0.000000,0.000000,0.000000,0.600000,1.440000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.200000,2.520000,0.400000,2.240000,0.032159,0.000000,0.000000,36.545471,8,3
5256,FB_5256_R6.xml,125,340.000000,13.590516,3.105120,0.024504,0.000000,9.961131,0.000000,0.214497,0.176645,0.002190,0.000000,99.000000,0.000000,0.000000,0.020000,0.000000,70.000000,0.000000,0.200000,1.000000,2.000000,16.000000,1.300000,0.000000,0.700000,0.400000,0.000000,0.000000,0.018378,0.000000,1.000000,2.400000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.200000,2.520000,0.500000,2.800000,0.032159,0.000000,0.000000,49.504013,8,3
5257,FB_5257_R6.xml,125,340.000000,11.119926,4.556349,0.024504,1.667988,9.961131,5.232083,3.574957,1.177633,0.002190,0.000000,99.000000,0.000000,0.000000,0.020000,0.000000,70.000000,0.000000,0.200000,1.000000,2.000000,30.000002,10.000000,0.000000,4.000000,2.000000,0.000000,0.000000,0.018378,0.000000,1.000000,2.700000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.300000,4.320000,0.600000,4.320000,0.032159,0.000000,0.000000,85.734085,8,3
5258,FB_5258_R6.xml,125,340.000000,0.320583,0.000000,0.588086,0.000000,0.398445,0.000000,0.000000,0.000000,0.051673,0.000000,99.000000,0.000000,0.000000,0.020000,0.000000,70.000000,0.000000,0.100000,0.300000,0.300000,3.000000,0.400000,0.000000,0.200000,0.200000,0.000000,1.127037,0.018378,0.000000,0.500000,0.750000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,0.100000,0.400000,0.032159,0.000000,0.000000,9.680880,8,3
5259,FB_5259_R6.xml,125,260.000000,0.320583,0.000000,0.588086,0.000000,3.386785,0.000000,3.574957,0.000000,0.051673,0.000000,99.000000,0.000000,0.000000,0.020000,0.000000,70.000000,0.000000,0.200000,1.000000,3.100000,10.000000,0.400000,0.000000,0.500000,0.200000,0.000000,0.000000,0.018378,0.000000,0.500000,0.750000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,0.100000,0.400000,0.032159,0.000000,0.000000,24.155834,8,3
5260,FB_5260_R6.xml,125,260.000000,2.800776,0.000000,1.479613,0.000000,0.498057,0.000000,0.714991,0.588816,0.051673,0.000000,99.000000,0.000000,0.000000,0.020000,0.000000,70.000000,0.000000,0.200000,1.000000,3.100000,15.000001,0.400000,0.000000,0.500000,0.200000,0.000000,0.000000,0.018378,0.000000,0.500000,1.050000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,0.200000,0.800000,0.032159,0.000000,0.000000,30.956406,8,3
5261,FB_5261_R6.xml,125,260.000000,1.940701,0.000000,0.122518,0.000000,0.298834,0.000000,0.357496,0.294408,0.051673,0.000000,99.000000,0.000000,0.000000,0.020000,0.000000,70.000000,0.000000,2.500000,3.500000,3.200000,5.400000,0.400000,0.000000,0.200000,0.200000,0.000000,2.817593,0.018378,0.000000,0.500000,1.050000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.100000,0.900000,0.300000,1.680000,0.032159,0.000000,0.000000,24.867332,8,3
5262,FB_5262_R6.xml,125,260.000000,3.881402,0.958754,0.986409,0.000000,0.298834,0.000000,0.357496,0.294408,0.051673,0.000000,99.000000,0.000000,0.000000,0.020000,0.000000,70.000000,0.000000,0.200000,1.000000,2.000000,15.000001,0.400000,0.000000,0.700000,0.400000,0.000000,0.000000,0.018378,0.000000,0.700000,1.680000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.100000,0.900000,0.300000,1.680000,0.032159,0.000000,0.000000,33.560680,8,3
5263,FB_5263_R6.xml,125,340.000000,8.494073,3.881402,0.024504,0.000000,9.961131,0.000000,0.214497,0.176645,0.051673,0.000000,99.000000,0.000000,0.000000,0.020000,0.000000,70.000000,0.000000,0.100000,0.600000,5.000000,8.000000,0.400000,0.000000,0.200000,0.200000,0.000000,0.000000,0.000000,0.000000,0.600000,1.440000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.200000,2.520000,0.400000,2.240000,0.032159,0.000000,0.000000,36.594955,8,3
5264,FB_5264_R6.xml,125,260.000000,13.590516,3.105120,0.024504,0.000000,9.961131,0.000000,0.214497,0.176645,0.051673,0.000000,99.000000,0.000000,0.000000,0.020000,0.000000,70.000000,0.000000,0.200000,1.000000,2.000000,16.000000,1.300000,0.000000,0.700000,0.400000,0.000000,0.000000,0.018378,0.000000,1.000000,2.400000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.200000,2.520000,0.500000,2.800000,0.032159,0.000000,0.000000,49.553493,8,3
5265,FB_5265_R6.xml,125,260.000000,11.119926,4.556349,0.024504,1.667988,9.961131,5.232083,3.574957,1.177633,0.051673,0.000000,99.000000,0.000000,0.000000,0.020000,0.000000,70.000000,0.000000,0.200000,1.000000,2.000000,30.000002,10.000000,0.000000,4.000000,2.000000,0.000000,0.000000,0.018378,0.000000,1.000000,2.700000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.300000,4.320000,0.600000,4.320000,0.032159,0.000000,0.000000,85.783569,8,3
5266,FB_5266_R6.xml,120,340.000000,2.592717,0.000000,0.260798,0.000000,0.000000,0.000000,0.944653,0.000000,0.260108,0.000000,90.000000,0.000000,0.000000,0.100000,0.010000,80.000000,60.000000,0.100000,0.500000,0.900000,0.400000,1.200000,0.000000,0.400000,0.300000,0.000000,1.338308,0.000000,0.000000,0.500000,0.601000,0.000000,0.000000,0.000000,0.000000,0.001331,0.000000,3.000000,0.100000,0.720000,0.050000,0.160000,0.000000,0.000000,0.000000,12.450607,8,4
5267,FB_5267_R6.xml,120,340.000000,2.592717,0.000000,0.316073,0.000000,23.263809,0.000000,4.723263,0.000000,0.260108,0.000000,90.000000,0.000000,0.000000,0.100000,0.010000,80.000000,60.000000,0.200000,1.100000,3.000000,3.100000,1.000000,0.000000,0.300000,1.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.601000,0.000000,0.000000,0.000000,0.000000,0.001331,0.000000,3.000000,0.100000,0.810000,0.200000,0.720000,0.000000,0.000000,0.000000,22.834496,8,4
5268,FB_5268_R6.xml,120,340.000000,0.969918,1.290824,0.016576,0.000000,0.000000,0.000000,0.921509,0.000000,0.056980,0.000000,90.000000,0.000000,0.000000,0.100000,0.010000,80.000000,60.000000,0.100000,1.000000,1.000000,0.100000,1.200000,0.000000,0.100000,0.300000,0.000000,0.015932,0.477832,0.000000,0.500000,0.572000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.100000,1.080000,0.200000,0.960000,0.000000,0.000000,0.000000,13.255639,8,4
5269,FB_5269_R6.xml,120,340.000000,0.969918,1.290824,0.016576,0.000000,0.000000,0.000000,18.430178,2.018644,0.056980,0.000000,90.000000,0.000000,0.000000,0.100000,0.010000,80.000000,60.000000,0.100000,1.000000,1.000000,0.100000,4.000000,0.000000,0.100000,1.300000,0.000000,0.158610,0.029405,0.000000,0.500000,0.572000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.100000,1.080000,0.200000,0.960000,0.000000,0.000000,0.000000,36.134529,8,4
5270,FB_5270_R6.xml,120,340.000000,0.969918,1.290824,0.016576,0.000000,0.000000,0.000000,18.430178,2.018644,0.056980,0.000000,90.000000,0.000000,0.000000,0.100000,0.010000,80.000000,60.000000,0.300000,1.200000,3.100000,4.500000,4.000000,0.000000,0.300000,1.300000,0.000000,0.158610,0.029405,0.000000,0.600000,1.287000,0.000000,0.000000,0.000000,0.000000,0.000360,0.000000,3.000000,0.100000,1.350000,0.300000,1.800000,0.000000,0.000000,0.000000,45.059891,8,4
5271,FB_5271_R6.xml,120,340.000000,2.424797,0.000000,0.112167,0.000000,0.000000,0.000000,18.430178,1.897224,0.018993,0.000000,40.000000,0.000000,0.000000,0.050000,0.010000,40.000000,60.000000,1.000000,2.000000,2.000000,2.000000,3.000000,2.000000,1.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.868500,0.000000,0.000000,0.000000,0.000000,0.000043,0.000000,3.000000,0.100000,1.620000,0.200000,1.440000,0.000000,0.000000,0.000000,44.871906,8,4
5272,FB_5272_R6.xml,120,340.000000,2.424797,3.044194,0.009456,0.000000,0.000000,0.000000,0.460754,0.379445,0.189934,0.000000,80.000000,0.000000,0.000000,0.100000,0.010000,80.000000,60.000000,0.200000,0.300000,0.500000,0.200000,1.000000,0.000000,0.200000,0.000000,0.000000,0.148036,0.220538,0.000000,0.500000,0.579000,0.000000,0.000000,0.000000,0.000000,0.000035,0.000000,0.040000,0.100000,1.080000,0.100000,0.320000,0.000000,0.000000,0.000000,11.258154,8,4
5273,FB_5273_R6.xml,120,340.000000,2.424797,3.044194,0.009456,0.000000,0.000000,0.000000,4.607544,2.845837,0.189934,0.000000,80.000000,0.000000,0.000000,0.100000,0.010000,80.000000,60.000000,0.200000,0.300000,0.500000,0.200000,3.000000,2.000000,0.200000,4.000000,1.000000,0.148036,0.000000,0.000000,0.500000,0.579000,0.000000,0.000000,0.000000,0.000000,0.000035,0.000000,0.040000,0.100000,1.080000,0.200000,0.960000,0.000000,0.000000,0.000000,27.290798,8,4
5274,FB_5274_R6.xml,120,340.000000,2.424797,3.044194,0.009456,0.000000,0.000000,0.000000,4.607544,2.845837,0.189934,0.000000,80.000000,0.000000,0.000000,0.100000,0.010000,80.000000,60.000000,1.000000,2.500000,3.000000,3.000000,5.000000,3.000000,0.200000,4.000000,1.000000,0.148036,0.073513,0.000000,0.800000,1.968600,0.000000,0.000000,0.000000,0.000000,0.000070,0.000000,0.040000,0.200000,2.700000,0.400000,2.560000,0.000000,0.000000,0.000000,43.273949,8,4
5275,FB_5275_R6.xml,118,340.000000,2.933976,0.000000,0.322582,0.000000,22.836687,0.000000,0.567599,0.000000,0.204945,0.000000,90.000000,0.000000,0.000000,0.100000,0.010000,80.000000,60.000000,0.200000,1.300000,3.200000,4.000000,1.200000,0.000000,0.400000,2.400000,0.000000,0.000000,0.000000,0.000000,0.500000,0.601000,0.000000,0.000000,0.000000,0.000000,0.001331,0.000000,3.000000,0.100000,0.720000,0.500000,1.600000,0.000000,0.000000,0.000000,22.761435,8,1
5276,FB_5276_R6.xml,120,340.000000,13.438914,0.398336,0.009456,0.075781,0.000000,0.249161,0.000000,0.379445,0.131537,0.000000,60.000000,0.000000,0.000000,0.500000,0.010000,80.000000,60.000000,0.200000,0.200000,0.600000,0.200000,0.500000,0.500000,0.100000,0.100000,0.000000,0.276379,0.294051,0.000000,0.200000,0.173700,0.000000,0.000000,0.000000,0.000000,0.000711,0.000000,0.500000,0.100000,0.720000,0.100000,0.320000,0.000000,0.000000,0.000000,19.351931,8,4
5277,FB_5277_R6.xml,120,340.000000,13.438914,0.398336,0.009456,0.075781,0.000000,0.249161,0.000000,1.897224,0.197306,0.000000,70.000000,0.000000,0.000000,1.000000,0.010000,80.000000,60.000000,3.000000,2.000000,2.000000,3.000000,2.000000,1.000000,1.200000,2.200000,0.000000,0.276379,0.073513,0.000000,1.000000,2.026500,0.000000,0.000000,0.000000,0.000000,0.000711,0.000000,0.500000,0.200000,2.520000,0.800000,4.480000,0.000000,0.000000,0.000000,43.027740,8,4
5278,FB_5278_R6.xml,120,340.000000,19.398376,0.534860,0.129082,0.151561,0.000000,0.498322,0.751278,1.237399,0.263074,0.000000,80.000000,0.000000,0.000000,1.000000,0.010000,80.000000,60.000000,0.200000,0.200000,0.600000,0.200000,1.000000,1.000000,0.200000,0.200000,0.000000,0.276379,0.294051,0.000000,0.200000,0.173700,0.000000,0.000000,0.000000,0.000000,0.000675,0.000000,3.000000,0.100000,0.720000,0.100000,0.320000,0.000000,0.000000,0.000000,31.584055,8,4
5279,FB_5279_R6.xml,120,340.000000,19.398376,0.534860,0.430275,0.000000,0.498322,0.000000,0.751278,1.237399,0.328843,0.000000,80.000000,0.000000,0.000000,1.000000,0.010000,80.000000,60.000000,3.500000,2.500000,2.500000,5.000000,2.000000,1.000000,1.800000,2.900000,0.000000,0.376183,0.294051,0.000000,1.000000,1.737000,0.000000,0.000000,0.000000,0.000000,0.000675,0.000000,3.000000,0.200000,2.880000,0.800000,5.120000,0.000000,0.000000,0.000000,57.922760,8,4
5280,FB_5280_R6.xml,118,340.000000,0.313745,0.000000,1.946949,0.000000,1.536649,0.000000,0.362277,1.783569,0.723132,0.021873,80.000000,80.000000,0.000000,0.100000,0.010000,80.000000,70.000000,0.100000,0.200000,0.700000,0.600000,1.500000,0.000000,0.800000,1.500000,0.000000,1.820516,0.032672,0.000000,0.300000,0.522000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.150000,1.620000,0.050000,0.240000,0.000000,0.000000,0.000000,16.076216,8,1
5281,FB_5281_R6.xml,118,340.000000,1.022461,0.000000,1.899817,0.000000,47.167645,0.000000,7.267082,5.821666,0.723132,0.021873,80.000000,80.000000,0.000000,0.100000,0.010000,80.000000,70.000000,0.100000,0.500000,1.200000,0.500000,1.000000,1.500000,0.800000,1.500000,0.000000,0.000000,0.000000,0.000000,0.300000,0.522000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.150000,1.620000,0.050000,0.240000,0.000000,0.000000,0.000000,29.348034,8,1
5282,FB_5282_R6.xml,118,340.000000,0.313745,2.120775,0.000000,0.000000,0.000000,0.000000,0.362277,1.783569,0.723132,0.021873,40.000000,80.000000,0.000000,1.000000,0.010000,80.000000,70.000000,0.100000,0.200000,0.700000,0.200000,1.000000,0.000000,1.500000,1.000000,0.000000,0.133752,0.100059,0.000000,0.500000,1.204000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.200000,2.880000,0.200000,1.280000,0.000000,0.000000,0.000000,19.499430,8,1
5283,FB_5283_R6.xml,118,340.000000,0.313745,3.353904,0.017427,0.000000,0.000000,0.000000,0.362277,1.783569,0.723132,0.021873,40.000000,80.000000,0.000000,0.500000,0.010000,80.000000,70.000000,0.100000,0.200000,0.700000,0.200000,1.000000,0.000000,1.500000,1.000000,0.000000,0.000000,0.100059,0.000000,0.500000,1.160000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.200000,2.880000,0.200000,1.280000,0.000000,0.000000,0.000000,20.205986,8,1
5284,FB_5284_R6.xml,118,340.000000,1.022461,2.120775,0.034328,0.000000,0.000000,0.000000,1.811383,3.567138,0.723132,0.021873,40.000000,80.000000,0.000000,0.500000,0.010000,80.000000,70.000000,0.100000,0.200000,0.700000,2.000000,1.000000,0.000000,1.000000,1.000000,0.500000,0.331632,0.000000,0.000000,0.300000,0.435000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.100000,0.900000,0.200000,0.800000,0.000000,0.000000,0.000000,21.446091,8,1
5285,FB_5285_R6.xml,118,340.000000,1.261719,2.120775,0.034328,0.000000,0.000000,0.000000,1.811383,3.567138,0.723132,0.021873,40.000000,80.000000,0.000000,0.500000,0.010000,80.000000,70.000000,1.100000,2.700000,5.500000,1.000000,1.000000,0.000000,1.500000,2.000000,3.000000,0.036472,0.000000,0.000000,0.500000,1.160000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.200000,2.880000,0.200000,1.280000,0.000000,0.000000,0.000000,36.170349,8,1
5286,FB_5286_R6.xml,118,340.000000,1.022461,3.353904,0.017427,0.000000,0.000000,0.000000,1.811383,3.567138,0.723132,0.021873,80.000000,80.000000,0.000000,0.500000,0.010000,80.000000,70.000000,0.100000,0.200000,0.700000,4.000000,7.000000,1.000000,2.000000,3.500000,1.000000,0.000000,0.000000,0.000000,0.500000,1.160000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.200000,2.880000,0.200000,1.280000,0.000000,0.000000,0.000000,38.847317,8,1
5287,FB_5287_R6.xml,118,340.000000,9.056442,3.222420,0.004371,0.130315,0.000000,0.408769,0.000000,0.000000,0.903915,0.021873,40.000000,80.000000,0.000000,1.000000,0.010000,80.000000,70.000000,0.500000,0.800000,0.500000,0.200000,1.000000,0.000000,0.500000,0.800000,0.000000,0.083595,0.091891,0.000000,1.000000,2.320000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.500000,7.200000,0.800000,5.120000,0.000000,0.000000,0.000000,36.381229,8,1
5288,FB_5288_R6.xml,118,340.000000,9.282264,3.101179,0.004440,0.126635,0.000000,0.397224,0.000000,1.297552,0.903915,0.021873,40.000000,80.000000,0.000000,1.000000,0.010000,80.000000,70.000000,0.500000,1.200000,0.700000,3.000000,7.000000,0.000000,1.500000,5.000000,3.000000,0.084282,0.091891,0.000000,1.000000,2.320000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.500000,7.200000,0.500000,3.200000,0.000000,0.000000,0.000000,53.459751,8,1
5289,FB_5289_R6.xml,118,340.000000,11.463427,1.467536,0.016327,0.213207,0.043042,0.562463,0.000000,0.240548,0.361566,0.021873,40.000000,80.000000,0.000000,0.100000,0.010000,50.000000,70.000000,0.500000,1.000000,1.200000,3.000000,5.000000,1.000000,2.500000,5.000000,1.000000,0.000000,0.000000,0.000000,1.000000,2.320000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.500000,7.200000,0.800000,5.120000,0.000000,0.000000,0.000000,51.734486,8,1
5290,FB_5290_R6.xml,118,340.000000,13.728716,0.651577,0.004646,0.000000,0.000000,0.000000,0.000000,0.422958,0.903915,0.021873,80.000000,80.000000,0.000000,1.000000,0.010000,80.000000,70.000000,0.200000,0.800000,0.500000,0.200000,1.000000,0.000000,0.500000,0.800000,0.000000,1.471274,0.007351,0.000000,0.500000,0.602000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.200000,2.160000,0.200000,0.960000,0.000000,0.000000,0.000000,24.973036,8,1
5291,FB_5291_R6.xml,118,330.000000,13.728716,0.651577,0.004646,0.000000,0.000000,0.000000,0.285408,0.422958,0.903915,0.021873,30.000000,80.000000,0.000000,1.000000,0.010000,80.000000,70.000000,0.600000,2.700000,5.000000,4.500000,7.000000,0.000000,1.500000,5.000000,3.000000,1.471274,0.007351,0.000000,1.000000,2.320000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.200000,2.880000,0.800000,5.120000,0.000000,0.000000,0.000000,57.156448,8,1
5292,FB_5292_R6.xml,118,340.000000,7.594581,0.360066,0.008164,0.000000,0.000000,0.000000,0.000000,0.259510,1.084698,0.021873,80.000000,80.000000,0.000000,1.000000,0.010000,80.000000,70.000000,0.200000,0.500000,0.800000,0.200000,1.200000,0.000000,0.200000,1.000000,0.000000,1.471274,0.000000,0.000000,0.500000,0.580000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.200000,2.160000,0.200000,0.960000,0.000000,0.000000,0.000000,21.138891,8,1
5293,FB_5293_R6.xml,118,340.000000,20.239962,4.161381,0.009502,0.617360,0.219644,1.936510,0.000000,0.406971,0.143433,0.015337,60.000000,80.000000,0.000000,0.100000,0.010000,75.000000,75.000000,0.400000,2.000000,3.000000,3.000000,1.300000,3.000000,3.000000,1.900000,0.000000,0.088825,0.154377,0.000000,1.000000,2.408000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.040000,0.200000,2.880000,1.000000,6.400000,0.000000,0.000000,0.000000,55.186321,8,1
5294,FB_5294_R6.xml,118,340.000000,17.726591,3.257887,0.010142,0.000000,0.183927,0.000000,0.913342,0.845915,0.241566,0.021873,60.000000,80.000000,0.000000,0.100000,0.010000,75.000000,70.000000,1.500000,3.400000,3.500000,0.200000,5.000000,3.000000,1.500000,3.000000,0.400000,0.026750,0.051459,0.000000,1.000000,2.320000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.500000,7.200000,1.000000,6.400000,0.000000,0.000000,0.000000,63.598778,8,1
5295,FB_5295_R6.xml,118,340.000000,24.256250,2.912967,0.000566,0.123472,0.109822,0.387302,0.995624,0.909864,0.430298,0.015337,60.000000,80.000000,0.000000,0.050000,0.010000,75.000000,75.000000,0.800000,2.000000,6.000000,3.000000,11.000001,0.000000,7.000000,15.000001,0.000000,0.000000,0.000000,0.000000,1.500000,3.612000,0.500000,0.150000,0.000000,0.000000,0.000000,0.000000,0.500000,0.500000,7.200000,1.200000,7.680000,0.000000,0.000000,0.000000,93.646378,8,1
5296,FB_5296_R6.xml,118,340.000000,2.933976,0.000000,0.322582,0.000000,1.712752,0.000000,0.567599,0.000000,0.204945,0.000000,90.000000,0.000000,0.000000,0.100000,0.010000,80.000000,60.000000,0.200000,0.300000,1.000000,1.500000,1.200000,0.000000,0.400000,2.400000,0.000000,0.590964,0.000000,0.000000,0.500000,0.601000,0.000000,0.000000,0.000000,0.000000,0.001331,0.000000,3.000000,0.100000,0.720000,0.500000,1.600000,0.000000,0.000000,0.000000,17.061434,8,1
5297,FB_5297_R6.xml,118,340.000000,2.933976,0.000000,0.322582,0.000000,22.836687,0.000000,0.567599,0.000000,0.204945,0.000000,90.000000,0.000000,0.000000,0.100000,0.010000,80.000000,60.000000,0.200000,1.300000,3.200000,4.000000,1.200000,0.000000,0.400000,2.400000,0.000000,0.000000,0.000000,0.000000,0.500000,0.601000,0.000000,0.000000,0.000000,0.000000,0.001331,0.000000,3.000000,0.100000,0.720000,0.500000,1.600000,0.000000,0.000000,0.000000,22.761435,8,1
