Reg,Reg,Reg,Reg,Fuelbed_number,Fuelbed_Name,Litter,Duff,Depth,Shrub,Herb,1Hr,10Hr,100Hr,3-9S,9-20S,20+S,3-9R,9-20R,20+R,Foli,Bran,CTG,Flame EF,Duff EF,Smolder 1K EF
P,I,N,S,5003_313,PP (hot)|15-40yr|PCT-Rx,0.086207,0.4275,0.075,0.564493,0.150019,0.099975,0.99975,1.9995,0.84375,0.16875,0,2.30625,0.55125,0,6.3190264,1.5797566,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5003_321,PP (hot)|15-40yr|PCT-Rx,0.021562,0.19,0.05,0.281704,0.075,0.05,0.5,1,2,0.4,0,0.8,0.24,0,5.4773816,1.3693454,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5003_322,PP (hot)|15-40yr|PCT-Rx,0.08625,0.19,0.05,0.422897,0.1125,0.05,0.5,1,1.5,0.3,0,1.3,0.34,0,5.4773816,1.3693454,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5003_323,PP (hot)|15-40yr|PCT-Rx,0.08625,0.19,0.05,0.564175,0.149962,0.033,0.33,0.66,0.75,0.15,0,2.05,0.49,0,5.4773816,1.3693454,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5003_331,PP (hot)|15-40yr|PCT-Rx,0.005391,0.1,0.025,0.140739,0.0375,0.025,0.25,0.5,1.375,0.275,0,0.55,0.165,0,2.7386904000000003,0.6846726000000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5003_332,PP (hot)|15-40yr|PCT-Rx,0.08625,0.1,0.025,0.211193,0.05625,0.025,0.25,0.5,1.03125,0.20625,0,0.89375,0.23375,0,2.7386904000000003,0.6846726000000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5003_333,PP (hot)|15-40yr|PCT-Rx,0.08625,0.1,0.025,0.564387,0.150019,0.033,0.33,0.66,0.515625,0.103125,0,1.409375,0.336875,0,2.7386904000000003,0.6846726000000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5003_411,PP (hot)|15-40yr|PCT-Rx,0.134766,0.76,0.1,0.507721,0.15,0.15,1.5,3,5,1,0,1,0.3,0,6.451144000000001,1.6127860000000003,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5003_412,PP (hot)|15-40yr|PCT-Rx,0.134766,1.0,0.125,0.558655,0.165,0.1125,1.125,2.25,3.75,0.75,0,2.25,0.55,0,6.451144000000001,1.6127860000000003,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5003_413,PP (hot)|15-40yr|PCT-Rx,0.08625,1.0,0.125,0.56426,0.165,0.028125,0.28125,0.5625,1.875,0.375,0,4.125,0.925,0,6.451144000000001,1.6127860000000003,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5003_421,PP (hot)|15-40yr|PCT-Rx,0.194063,0.76,0.1,0.39464,0.15,0.2,2,4,6.25,6.5,7.5,1,0.3,0,4.5030464,1.1257616,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5003_422,PP (hot)|15-40yr|PCT-Rx,0.194063,1.2,0.15,0.513379,0.18,0.15,1.5,3,4.6875,4.875,5.625,2.5625,1.925,1.875,4.5030464,1.1257616,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5003_423,PP (hot)|15-40yr|PCT-Rx,0.10916,1.2,0.15,0.667979,0.18,0.0375,0.375,0.75,2.34375,2.4375,2.8125,4.90625,4.3625,4.6875,4.5030464,1.1257616,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5003_431,PP (hot)|15-40yr|PCT-Rx,0.345,0.76,0.1,0.281704,0.15,0.3,3,6,10,6.5,7.5,1,0.3,0,2.5549504,0.6387376,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5003_432,PP (hot)|15-40yr|PCT-Rx,0.345,1.6,0.2,0.422897,0.225,0.225,2.25,4.5,7.5,4.875,5.625,3.5,1.925,1.875,2.5549504,0.6387376,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5003_433,PP (hot)|15-40yr|PCT-Rx,0.194063,1.6,0.2,0.635111,0.225,0.05625,0.5625,1.125,3.75,2.4375,2.8125,7.25,4.3625,4.6875,2.5549504,0.6387376,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5003_511,PP (hot)|15-40yr|PCT-Rx,0.08625,0.76,0.1,0.564316,0.15,0.1,1,2,2.5,0.5,0,1,0.3,0,7.4251912,1.8562978,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5003_512,PP (hot)|15-40yr|PCT-Rx,0.104362,0.76,0.1,0.564316,0.15,0.11,1.1,2.2,2.5,0.5,0,1,0.3,0,7.4251912,1.8562978,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5003_513,PP (hot)|15-40yr|PCT-Rx,0.086233,0.76,0.1,0.564316,0.15,0.121,1.21,2.42,1.875,0.375,0,1.625,0.425,0,6.4836112,1.6209028,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5003_521,PP (hot)|15-40yr|PCT-Rx,0.08625,0.76,0.1,0.564316,0.15,0.1,1,2,2.5,0.5,0,1,0.3,0,7.425192,1.856298,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5003_522,PP (hot)|15-40yr|PCT-Rx,0.194063,0.76,0.1,0.564316,0.1875,1,2,3,2.5,0.5,0,1,0.3,0,7.425192,1.856298,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5003_523,PP (hot)|15-40yr|PCT-Rx,0.086336,0.88,0.11,0.564316,0.1875,1.25,2.5,3.75,4,4,4,1.625,0.425,0,4.4381104,1.1095276,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5003_531,PP (hot)|15-40yr|PCT-Rx,0.08625,0.76,0.1,0.564316,0.15,0.1,1,2,2.5,0.5,0,1,0.3,0,7.4251912,1.8562978,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5003_532,PP (hot)|15-40yr|PCT-Rx,0.345,0.76,0.1,0.705963,0.21,1,2,3.5,2.5,0.5,0,1,0.3,0,7.4251912,1.8562978,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5003_533,PP (hot)|15-40yr|PCT-Rx,0.08625,1.04,0.13,0.705963,0.21,1.5,3,5.25,5,4,4,1.625,0.425,0,2.392608,0.598152,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5004_111,PP (hot)|15-40yr|High juniper density,0.485156,0.855,0.15,0.564316,0.025,0.05,0.5,1.25,1.53,2.25,0,2.25,1.98,0,9.5641392,2.3910348,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5004_112,PP (hot)|15-40yr|High juniper density,0.862069,0.855,0.15,0.705963,0.05,0.0625,0.625,1.5625,1.1475,1.6875,0,2.6325,2.5425,0,8.9737512,2.2434378,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5004_113,PP (hot)|15-40yr|High juniper density,0.862069,0.855,0.15,1.132265,0.05,0.1,1,2.5,0.57375,0.84375,0,3.20625,3.38625,0,8.9737512,2.2434378,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5004_121,PP (hot)|15-40yr|High juniper density,0.053906,0.1,0.05,0.281704,0.0125,0.025,0.25,0.625,1.275,1.875,0,1.875,1.65,0,7.734008,1.933502,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5004_122,PP (hot)|15-40yr|High juniper density,0.215625,0.1,0.05,0.564316,0.05,0.03125,0.3125,0.78125,0.95625,1.40625,0,2.19375,2.11875,0,7.5509936,1.8877484,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5004_123,PP (hot)|15-40yr|High juniper density,0.8625,0.1,0.05,1.132265,0.05,0.033,0.33,0.825,0.478125,0.703125,0,2.671875,2.821875,0,4.8352104,1.2088026,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5004_131,PP (hot)|15-40yr|High juniper density,0.002156,0.1,0.01,0.056268,0.0025,0.005,0.05,0.125,0.85,1.25,0,1.25,1.1,0,6.1326432,1.5331608,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5004_132,PP (hot)|15-40yr|High juniper density,0.215625,0.1,0.01,0.564316,0.05,0.0075,0.075,0.1875,0.6375,0.9375,0,1.4625,1.4125,0,6.109764800000001,1.5274412000000002,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5004_133,PP (hot)|15-40yr|High juniper density,0.8625,0.1,0.01,1.132265,0.05,0.033,0.33,0.825,0.31875,0.46875,0,1.78125,1.88125,0,1.5342616,0.3835654,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5004_211,PP (hot)|15-40yr|High juniper density,1.347656,1.52,0.2,0.847836,0.0375,0.5,1.25,3.125,1.7,2.5,0,2.5,2.2,0,6.6753552,1.6688388,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5004_212,PP (hot)|15-40yr|High juniper density,1.347656,1.52,0.2,0.93307,0.046875,0.375,0.9375,2.34375,1.275,1.875,0,2.925,2.825,0,6.6753552,1.6688388,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5004_213,PP (hot)|15-40yr|High juniper density,1.347656,1.52,0.2,1.02692,0.058594,0.1875,0.46875,1.171875,1.275,1.875,0,3.5625,3.7625,0,6.6753552,1.6688388,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5004_221,PP (hot)|15-40yr|High juniper density,1.940625,1.52,0.2,0.564316,0.025,1,2,3.75,1.7,2.5,0,2.5,2.2,0,4.9761848,1.2440462,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5004_222,PP (hot)|15-40yr|High juniper density,1.940625,1.52,0.2,0.705963,0.0375,0.75,1.5,2.8125,1.275,1.875,0,2.925,2.825,0,4.9761848,1.2440462,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5004_223,PP (hot)|15-40yr|High juniper density,1.940625,1.92,0.24,0.88334,0.05625,0.375,0.75,1.40625,1.275,1.875,0,3.5625,3.7625,0,4.9761848,1.2440462,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5004_231,PP (hot)|15-40yr|High juniper density,2.515625,1.52,0.2,0.281704,0.0125,1.5,3,5,1.7,2.5,0,2.5,2.2,0,2.488092,0.622023,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5004_232,PP (hot)|15-40yr|High juniper density,2.515625,1.52,0.2,0.422897,0.01875,1.125,2.25,3.75,1.275,1.875,0,2.925,2.825,0,2.488092,0.622023,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5004_233,PP (hot)|15-40yr|High juniper density,2.515625,2.24,0.28,0.635111,0.028125,0.5625,1.125,1.875,1.275,1.875,0,3.5625,3.7625,0,2.488092,0.622023,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5004_311,PP (hot)|15-40yr|High juniper density,0.485156,0.855,0.15,0.847836,0.0375,0.075,0.75,1.875,1.53,2.25,0,2.25,1.98,0,6.6753552,1.6688388,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5004_312,PP (hot)|15-40yr|High juniper density,0.862069,0.855,0.15,1.061073,0.05625,0.075,0.75,1.875,1.1475,1.6875,0,2.6325,2.5425,0,6.6753552,1.6688388,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5004_313,PP (hot)|15-40yr|High juniper density,0.862069,0.855,0.15,1.132621,0.050006,0.099975,0.99975,2.499375,0.57375,0.84375,0,3.20625,3.38625,0,6.6753552,1.6688388,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5004_321,PP (hot)|15-40yr|High juniper density,0.215625,0.38,0.1,0.564316,0.025,0.05,0.5,1.25,1.36,2,0,2,1.76,0,4.9761848,1.2440462,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5004_322,PP (hot)|15-40yr|High juniper density,0.8625,0.38,0.1,0.847836,0.0375,0.05,0.5,1.25,1.02,1.5,0,2.34,2.26,0,4.9761848,1.2440462,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5004_323,PP (hot)|15-40yr|High juniper density,0.8625,0.38,0.1,1.13198,0.049988,0.033,0.33,0.825,0.51,0.75,0,2.85,3.01,0,4.9761848,1.2440462,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5004_331,PP (hot)|15-40yr|High juniper density,0.053906,0.1,0.05,0.281704,0.0125,0.025,0.25,0.625,0.935,1.375,0,1.375,1.21,0,2.488092,0.622023,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5004_332,PP (hot)|15-40yr|High juniper density,0.8625,0.1,0.05,0.422897,0.01875,0.025,0.25,0.625,0.70125,1.03125,0,1.60875,1.55375,0,2.488092,0.622023,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5004_333,PP (hot)|15-40yr|High juniper density,0.8625,0.1,0.05,1.132407,0.050006,0.033,0.33,0.825,0.350625,0.515625,0,1.959375,2.069375,0,2.488092,0.622023,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5004_411,PP (hot)|15-40yr|High juniper density,1.347656,1.52,0.2,1.018384,0.05,0.15,1.5,3.75,3.4,5,0,2.5,2.2,0,9.593624,2.398406,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5004_412,PP (hot)|15-40yr|High juniper density,1.347656,2.0,0.25,1.12087,0.055,0.1125,1.125,2.8125,2.55,3.75,0,3.35,3.45,0,9.593624,2.398406,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5004_413,PP (hot)|15-40yr|High juniper density,0.8625,2.0,0.25,1.132151,0.055,0.028125,0.28125,0.703125,1.275,1.875,0,4.625,5.325,0,9.593624,2.398406,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5004_421,PP (hot)|15-40yr|High juniper density,1.940625,1.52,0.2,0.79106,0.05,0.2,2,5,4.25,6.5,7.5,2.5,2.2,0,7.822459200000001,1.9556148000000002,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5004_422,PP (hot)|15-40yr|High juniper density,1.940625,2.4,0.3,1.029766,0.06,0.15,1.5,3.75,3.1875,4.875,5.625,3.5625,3.825,1.875,7.822459200000001,1.9556148000000002,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5004_423,PP (hot)|15-40yr|High juniper density,1.091602,2.4,0.3,1.341042,0.06,0.0375,0.375,0.9375,1.59375,2.4375,2.8125,5.15625,6.2625,4.6875,7.822459200000001,1.9556148000000002,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5004_431,PP (hot)|15-40yr|High juniper density,2.875,1.52,0.2,0.564316,0.05,0.3,3,7.5,6.8,10,7.5,2.5,2.2,0,6.0512968,1.5128242,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5004_432,PP (hot)|15-40yr|High juniper density,2.875,3.2,0.4,0.847836,0.075,0.225,2.25,5.625,5.1,7.5,5.625,4.2,4.7,1.875,6.0512968,1.5128242,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5004_433,PP (hot)|15-40yr|High juniper density,1.617188,3.2,0.4,1.274819,0.075,0.05625,0.5625,1.40625,2.55,3.75,2.8125,6.75,8.450001,4.6875,6.0512968,1.5128242,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5004_511,PP (hot)|15-40yr|High juniper density,0.8625,1.52,0.2,1.132265,0.05,0.1,1,2.5,1.7,2.5,0,2.5,2.2,0,10.4792048,2.6198012,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5004_512,PP (hot)|15-40yr|High juniper density,1.043625,1.52,0.2,1.132265,0.05,0.11,1.1,2.75,1.7,2.5,0,2.5,2.2,0,10.479204000000001,2.6198010000000003,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5004_513,PP (hot)|15-40yr|High juniper density,0.862328,1.52,0.2,1.132265,0.05,0.121,1.21,3.025,1.275,1.875,0,2.925,2.825,0,9.6231424,2.4057856,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5004_521,PP (hot)|15-40yr|High juniper density,0.8625,1.52,0.2,1.132265,0.05,0.1,1,2.5,1.7,2.5,0,2.5,2.2,0,10.4792048,2.6198012,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5004_522,PP (hot)|15-40yr|High juniper density,1.940625,1.52,0.2,1.132265,0.0625,1,2,3.125,1.7,2.5,0,2.5,2.2,0,10.479204000000001,2.6198010000000003,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5004_523,PP (hot)|15-40yr|High juniper density,0.863363,1.76,0.22,1.132265,0.0625,1.25,2.5,3.90625,4,4,4,2.925,2.825,0,7.7634208000000005,1.9408552000000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5004_531,PP (hot)|15-40yr|High juniper density,0.8625,1.52,0.2,1.132265,0.05,0.1,1,2.5,1.7,2.5,0,2.5,2.2,0,10.4792048,2.6198012,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5004_532,PP (hot)|15-40yr|High juniper density,2.875,1.52,0.2,1.417601,0.07,1,2,4.375,1.7,2.5,0,2.5,2.2,0,10.4792032,2.6198008,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5004_533,PP (hot)|15-40yr|High juniper density,0.71875,2.08,0.26,1.417601,0.07,1.5,3,6.5625,4,5,4,2.925,2.825,0,5.903700000000001,1.4759250000000002,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5005_111,PP (hot)|15-40yr,0.485156,0.855,0.15,0.375807,0.05,0.05,0.5,1.25,1.53,2.25,0,2.25,1.98,0,9.878432,2.469608,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5005_112,PP (hot)|15-40yr,0.862069,0.855,0.15,0.470011,0.1,0.0625,0.625,1.5625,1.1475,1.6875,0,2.6325,2.5425,0,9.288044,2.322011,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5005_113,PP (hot)|15-40yr,0.862069,0.855,0.15,0.753229,0.1,0.1,1,2.5,0.57375,0.84375,0,3.20625,3.38625,0,9.288044,2.322011,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5005_121,PP (hot)|15-40yr,0.053906,0.1,0.05,0.187702,0.025,0.025,0.25,0.625,1.275,1.875,0,1.875,1.65,0,7.891154400000001,1.9727886000000003,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5005_122,PP (hot)|15-40yr,0.215625,0.1,0.05,0.375807,0.1,0.03125,0.3125,0.78125,0.95625,1.40625,0,2.19375,2.11875,0,7.6924256,1.9231064,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5005_123,PP (hot)|15-40yr,0.8625,0.1,0.05,0.753229,0.1,0.033,0.33,0.825,0.478125,0.703125,0,2.671875,2.821875,0,4.9766424,1.2441606,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5005_131,PP (hot)|15-40yr,0.002156,0.1,0.01,0.037508,0.005,0.005,0.05,0.125,0.85,1.25,0,1.25,1.1,0,6.1522864,1.5380716,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5005_132,PP (hot)|15-40yr,0.215625,0.1,0.01,0.375807,0.1,0.0075,0.075,0.1875,0.6375,0.9375,0,1.4625,1.4125,0,6.127444000000001,1.5318610000000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5005_133,PP (hot)|15-40yr,0.8625,0.1,0.01,0.753229,0.1,0.033,0.33,0.825,0.31875,0.46875,0,1.78125,1.88125,0,1.5519408000000001,0.38798520000000003,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5005_211,PP (hot)|15-40yr,1.347656,1.52,0.2,0.564316,0.075,0.5,1.25,3.125,1.7,2.5,0,2.5,2.2,0,6.773571200000001,1.6933928000000003,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5005_212,PP (hot)|15-40yr,1.347656,1.52,0.2,0.620948,0.09375,0.375,0.9375,2.34375,1.275,1.875,0,2.925,2.825,0,6.773571200000001,1.6933928000000003,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5005_213,PP (hot)|15-40yr,1.347656,1.52,0.2,0.683284,0.117188,0.1875,0.46875,1.171875,1.275,1.875,0,3.5625,3.7625,0,6.773571200000001,1.6933928000000003,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5005_221,PP (hot)|15-40yr,1.940625,1.52,0.2,0.375807,0.05,1,2,3.75,1.7,2.5,0,2.5,2.2,0,4.9761848,1.2440462,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5005_222,PP (hot)|15-40yr,1.940625,1.52,0.2,0.470011,0.075,0.75,1.5,2.8125,1.275,1.875,0,2.925,2.825,0,4.9761848,1.2440462,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5005_223,PP (hot)|15-40yr,1.940625,1.92,0.24,0.587908,0.1125,0.375,0.75,1.40625,1.275,1.875,0,3.5625,3.7625,0,4.9761848,1.2440462,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5005_231,PP (hot)|15-40yr,2.515625,1.52,0.2,0.187702,0.025,1.5,3,5,1.7,2.5,0,2.5,2.2,0,2.488092,0.622023,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5005_232,PP (hot)|15-40yr,2.515625,1.52,0.2,0.281704,0.0375,1.125,2.25,3.75,1.275,1.875,0,2.925,2.825,0,2.488092,0.622023,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5005_233,PP (hot)|15-40yr,2.515625,2.24,0.28,0.422897,0.05625,0.5625,1.125,1.875,1.275,1.875,0,3.5625,3.7625,0,2.488092,0.622023,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5005_311,PP (hot)|15-40yr,0.485156,0.855,0.15,0.564316,0.075,0.075,0.75,1.875,1.53,2.25,0,2.25,1.98,0,6.773571200000001,1.6933928000000003,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5005_312,PP (hot)|15-40yr,0.862069,0.855,0.15,0.705963,0.1125,0.075,0.75,1.875,1.1475,1.6875,0,2.6325,2.5425,0,6.773571200000001,1.6933928000000003,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5005_313,PP (hot)|15-40yr,0.862069,0.855,0.15,0.753465,0.100013,0.099975,0.99975,2.499375,0.57375,0.84375,0,3.20625,3.38625,0,6.773571200000001,1.6933928000000003,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5005_321,PP (hot)|15-40yr,0.215625,0.38,0.1,0.375807,0.05,0.05,0.5,1.25,1.36,2,0,2,1.76,0,4.9761848,1.2440462,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5005_322,PP (hot)|15-40yr,0.8625,0.38,0.1,0.564316,0.075,0.05,0.5,1.25,1.02,1.5,0,2.34,2.26,0,4.9761848,1.2440462,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5005_323,PP (hot)|15-40yr,0.8625,0.38,0.1,0.75304,0.099975,0.033,0.33,0.825,0.51,0.75,0,2.85,3.01,0,4.9761848,1.2440462,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5005_331,PP (hot)|15-40yr,0.053906,0.1,0.05,0.187702,0.025,0.025,0.25,0.625,0.935,1.375,0,1.375,1.21,0,2.488092,0.622023,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5005_332,PP (hot)|15-40yr,0.8625,0.1,0.05,0.281704,0.0375,0.025,0.25,0.625,0.70125,1.03125,0,1.60875,1.55375,0,2.488092,0.622023,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5005_333,PP (hot)|15-40yr,0.8625,0.1,0.05,0.753323,0.100013,0.033,0.33,0.825,0.350625,0.515625,0,1.959375,2.069375,0,2.488092,0.622023,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5005_411,PP (hot)|15-40yr,1.347656,1.52,0.2,0.677615,0.1,0.15,1.5,3.75,3.4,5,0,2.5,2.2,0,9.986488000000001,2.4966220000000003,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5005_412,PP (hot)|15-40yr,1.347656,2.0,0.25,0.745665,0.11,0.1125,1.125,2.8125,2.55,3.75,0,3.35,3.45,0,9.986488000000001,2.4966220000000003,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5005_413,PP (hot)|15-40yr,0.8625,2.0,0.25,0.753153,0.11,0.028125,0.28125,0.703125,1.275,1.875,0,4.625,5.325,0,9.986488000000001,2.4966220000000003,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5005_421,PP (hot)|15-40yr,1.940625,1.52,0.2,0.526582,0.1,0.2,2,5,4.25,6.5,7.5,2.5,2.2,0,8.2153232,2.0538308,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5005_422,PP (hot)|15-40yr,1.940625,2.4,0.3,0.685174,0.12,0.15,1.5,3.75,3.1875,4.875,5.625,3.5625,3.825,1.875,8.2153232,2.0538308,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5005_423,PP (hot)|15-40yr,1.091602,2.4,0.3,0.891769,0.12,0.0375,0.375,0.9375,1.59375,2.4375,2.8125,5.15625,6.2625,4.6875,8.2153232,2.0538308,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5005_431,PP (hot)|15-40yr,2.875,1.52,0.2,0.375807,0.1,0.3,3,7.5,6.8,10,7.5,2.5,2.2,0,6.444160800000001,1.6110402000000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5005_432,PP (hot)|15-40yr,2.875,3.2,0.4,0.564316,0.15,0.225,2.25,5.625,5.1,7.5,5.625,4.2,4.7,1.875,6.444160800000001,1.6110402000000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5005_433,PP (hot)|15-40yr,1.617188,3.2,0.4,0.847836,0.15,0.05625,0.5625,1.40625,2.55,3.75,2.8125,6.75,8.450001,4.6875,6.444160800000001,1.6110402000000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5005_511,PP (hot)|15-40yr,0.8625,1.52,0.2,0.753229,0.1,0.1,1,2.5,1.7,2.5,0,2.5,2.2,0,10.872068800000001,2.7180172000000002,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5005_512,PP (hot)|15-40yr,1.043625,1.52,0.2,0.753229,0.1,0.11,1.1,2.75,1.7,2.5,0,2.5,2.2,0,10.872068,2.718017,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5005_513,PP (hot)|15-40yr,0.862328,1.52,0.2,0.753229,0.1,0.121,1.21,3.025,1.275,1.875,0,2.925,2.825,0,10.016006400000002,2.5040016000000005,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5005_521,PP (hot)|15-40yr,0.8625,1.52,0.2,0.753229,0.1,0.1,1,2.5,1.7,2.5,0,2.5,2.2,0,10.872068800000001,2.7180172000000002,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5005_522,PP (hot)|15-40yr,1.940625,1.52,0.2,0.753229,0.125,1,2,3.125,1.7,2.5,0,2.5,2.2,0,10.872068,2.718017,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5005_523,PP (hot)|15-40yr,0.863363,1.76,0.22,0.753229,0.125,1.25,2.5,3.90625,4,4,4,2.925,2.825,0,8.1562848,2.0390712,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5005_531,PP (hot)|15-40yr,0.8625,1.52,0.2,0.753229,0.1,0.1,1,2.5,1.7,2.5,0,2.5,2.2,0,10.872068800000001,2.7180172000000002,User Supplied,User Supplied,User Supplied,User Supplied
