Reg,Reg,Reg,Reg,Fuelbed_number,Fuelbed_Name,Litter,Duff,Depth,Shrub,Herb,1Hr,10Hr,100Hr,3-9S,9-20S,20+S,3-9R,9-20R,20+R,Foli,Bran,CTG,Flame EF,Duff EF,Smolder 1K EF
P,I,N,S,5199,DF NB|150+yr,1.032000,4.48,0.700000,0.137901,0.30000000000000004,0.600000,1.000000,1.200000,1.000000,3.800000,0.500000,1.200000,3.000000,1.100000,9.693498400000001,2.4233746000000003,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5200,DF GF (moist)|0-30yr|CC-Rx or WF-Salv,0.240000,0.4,0.100000,1.452126,0.2,0.400000,0.700000,1.000000,5.000000,4.500000,1.500000,0.700000,0.000000,0.000000,1.4877496000000001,0.37193740000000003,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5201,DF GF (moist)|0-30yr|WF,0.300000,0.4,0.100000,1.452126,0.2,0.400000,0.700000,1.000000,10.000000,4.500000,1.500000,0.700000,0.000000,0.000000,1.4877496000000001,0.37193740000000003,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5202,DF GF (moist)|30-60yr|No overstory density,1.500000,0.72,0.100000,0.242021,0.13,0.900000,0.700000,0.500000,3.000000,2.000000,1.000000,1.500000,2.500000,0.000000,0.8477472000000001,0.21193680000000004,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5203,DF GF (moist)|30-60yr|PCT-PB,0.300000,0.32,0.100000,0.968084,0.1,0.400000,0.700000,1.000000,1.700000,0.700000,0.000000,2.000000,1.000000,0.000000,4.2217808,1.0554452,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5204,DF GF (moist)|30-60yr|PCT,1.500000,0.8,0.200000,0.968084,0.1,2.000000,4.000000,6.700000,12.000001,0.700000,0.000000,2.000000,2.000000,0.000000,4.2217808,1.0554452,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5205,DF GF (moist)|30-60yr|High density,1.500000,1.44,0.200000,0.484042,0.03,0.500000,1.300000,3.000000,4.500000,1.500000,0.000000,2.000000,2.000000,0.000000,14.916015199999999,3.7290037999999996,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5206,DF GF (moist)|60-90yr|SC-PB,0.150000,0.8,0.200000,0.327953,0.03,0.200000,1.600000,0.300000,1.000000,1.000000,0.400000,2.000000,2.000000,0.000000,7.7151559999999995,1.9287889999999999,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5207,DF GF (moist)|60-90yr|SC,1.350000,1.6,0.400000,1.639766,0.15,2.100000,4.200000,6.800000,12.300000,0.700000,0.000000,2.000000,2.000000,0.000000,7.7151559999999995,1.9287889999999999,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5208,DF GF (moist)|60-90yr,3.000000,3.2,0.400000,0.327953,0.03,0.600000,3.100000,1.800000,5.000000,1.900000,4.600000,3.000000,4.000000,0.000000,22.462327200000004,5.615581800000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5209,DF GF (moist)|90-150yr|SC-Rx,0.300000,1.2,0.300000,0.859401,0.05,0.400000,1.100000,0.600000,1.000000,1.000000,0.400000,1.500000,1.500000,1.000000,5.996320000000001,1.4990800000000002,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5210,DF GF (moist)|90-150yr|SC,0.540000,1.6,0.400000,0.859401,0.05,0.600000,1.700000,0.800000,2.000000,2.000000,0.400000,2.000000,2.000000,1.000000,5.996320000000001,1.4990800000000002,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5211,DF GF (moist)|90-150yr,3.000000,8.0,1.000000,0.242021,0.03,0.300000,2.400000,3.900000,10.300000,1.200000,0.000000,2.200000,16.299999,2.000000,28.839693600000004,7.209923400000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5212,DF GF (moist)|150+yr|Medium density,1.335000,4.984,0.700000,0.242021,0.03,0.500000,1.600000,3.300000,3.000000,2.500000,1.100000,0.800000,1.600000,0.600000,21.831540000000004,5.457885000000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5213,DF GF (moist)|150+yr|High density,2.670000,14.240001,2.000000,0.242021,0.03,0.500000,1.600000,3.300000,12.100000,20.100000,5.400000,5.000000,7.000000,3.000000,39.895804000000005,9.973951000000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5214,GF (moist)|0-30yr|CC-Rx or Salv-Rx or WF,0.150000,0.0,0.000000,0.944002,0.1,0.200000,0.350000,0.500000,5.000000,2.250000,0.750000,0.350000,0.000000,0.000000,1.6353712000000002,0.40884280000000006,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5215,GF (moist)|0-30yr|WF,0.300000,0.4,0.100000,0.944002,0.1,0.400000,0.700000,1.000000,10.000000,4.500000,1.500000,0.700000,0.000000,0.000000,1.453664,0.363416,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5216,GF (moist)|30-60yr|PCT-PB or PCT-Rx,0.510000,0.8,0.200000,0.668361,0.1,0.400000,0.700000,1.000000,7.500000,3.400000,1.100000,3.000000,4.000000,0.000000,3.7199191999999996,0.9299797999999999,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5217,GF (moist)|30-60yr,0.900000,1.44,0.200000,0.180392,0.03,0.700000,1.500000,1.500000,2.000000,1.100000,0.000000,2.000000,1.500000,0.500000,7.476768799999999,1.8691921999999999,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5218,GF (moist)|30-60yr|PCT,1.500000,2.4,0.400000,0.668361,0.1,2.000000,4.000000,6.700000,12.000001,0.700000,0.000000,2.000000,2.000000,0.000000,3.7199191999999996,0.9299797999999999,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5219,GF (moist)|30-60yr|CWD,1.500000,3.2,0.400000,0.180392,0.03,0.500000,1.300000,3.000000,4.500000,1.500000,0.000000,3.000000,5.000000,0.000000,13.133812800000001,3.2834532000000003,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5220,GF (moist)|60-90yr|Medium density,1.275000,2.4,0.400000,0.20694,0.05,0.500000,0.400000,1.200000,2.000000,2.500000,0.000000,2.000000,5.000000,0.000000,9.084000800000002,2.2710002000000005,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5221,GF (moist)|60-90yr|High density,3.000000,3.2,0.400000,0.20694,0.03,0.400000,1.000000,1.000000,6.000000,3.000000,1.000000,3.000000,3.000000,0.000000,28.194848800000003,7.048712200000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5222,GF (moist)|60-90yr|SC-Rx,1.275000,1.2,0.200000,0.20694,0.1,1.000000,1.000000,2.000000,3.000000,0.700000,0.000000,2.000000,2.000000,0.000000,8.1507544,2.0376886,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5223,GF (moist)|60-90yr|Medium density|CWD,3.000000,4.0,0.500000,0.20694,0.03,0.600000,3.100000,1.800000,5.000000,1.900000,4.600000,3.000000,4.000000,0.000000,22.197664800000005,5.549416200000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5224,GF (moist)|90-150yr|SC-Rx,0.750000,1.2,0.300000,0.20694,0.1,0.400000,1.000000,1.000000,2.000000,2.000000,0.000000,1.500000,1.500000,0.000000,5.261297600000001,1.3153244000000002,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5225,GF (moist)|90-150yr|SC,1.785000,2.56,0.400000,0.41388,0.1,1.200000,3.200000,4.800000,12.300000,5.400000,1.000000,2.000000,2.000000,1.000000,5.261297600000001,1.3153244000000002,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5226,GF (moist)|90-150yr,4.500000,8.0,1.000000,0.17319,0.03,0.300000,2.400000,3.900000,10.300000,1.200000,0.000000,2.200000,8.000000,0.000000,37.309276,9.327319,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5227,GF (moist)|150+yr,3.000000,3.84,0.600000,0.845609,0.05,0.500000,1.500000,2.500000,1.500000,2.000000,1.500000,1.500000,2.500000,2.000000,8.914964,2.228741,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5228,GF (moist)|150+yr|High density,6.000000,16.0,2.000000,0.211402,0.03,0.500000,1.600000,3.300000,12.100000,15.000001,3.000000,0.800000,7.000000,3.000000,44.5899616,11.1474904,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5229,GF WH (moist)|0-30yr|CC-Rx or WF-Salv,0.150000,0.0,0.000000,1.499715,0.01,0.200000,0.350000,0.500000,5.000000,2.250000,0.750000,0.350000,0.000000,0.000000,1.6756728,0.4189182,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5230,GF WH (moist)|0-30yr|WF,0.300000,0.4,0.100000,1.499715,0.1,0.400000,0.700000,1.000000,10.000000,4.500000,1.500000,0.700000,0.000000,0.000000,1.4894864,0.3723716,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5231,GF WH (moist)|30-60yr|PCT,0.510000,2.24,0.400000,0.99981,0.1,0.400000,0.700000,1.000000,7.500000,3.400000,1.100000,3.000000,4.000000,0.000000,4.14174,1.035435,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5232,GF WH (moist)|30-60yr|Tree regen,0.900000,0.72,0.100000,0.262158,0.03,1.500000,3.000000,3.000000,2.000000,1.100000,0.900000,2.000000,1.500000,0.500000,8.3437496,2.0859374,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5233,GF WH (moist)|30-60yr|PCT-PB or PCT-Rx,1.500000,0.8,0.200000,0.99981,0.1,2.000000,4.000000,6.700000,12.000001,0.700000,0.000000,2.000000,2.000000,0.000000,4.14174,1.035435,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5234,GF WH (moist)|30-60yr|CWD,1.500000,2.88,0.400000,0.249953,0.03,0.500000,1.300000,3.000000,4.500000,1.500000,0.000000,3.000000,5.000000,0.000000,14.9151888,3.7287972,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5235,GF WH (moist)|60-90yr|Past PCT,1.020000,1.2,0.200000,0.249953,0.1,0.500000,0.400000,1.200000,4.000000,5.000000,3.000000,2.000000,5.000000,0.000000,10.308333600000001,2.5770834000000002,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5236,GF WH (moist)|60-90yr,2.400000,1.6,0.200000,0.190587,0.03,0.400000,1.000000,1.000000,6.000000,3.000000,1.000000,3.000000,3.000000,0.000000,15.368305600000003,3.8420764000000007,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5237,GF WH (moist)|60-90yr|SC-Rx,1.275000,1.2,0.200000,0.273738,0.1,1.000000,1.000000,2.000000,3.000000,0.700000,0.000000,2.000000,2.000000,0.000000,8.5916856,2.1479214,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5238,GF WH (moist)|60-90yr|CWD,3.000000,3.2,0.400000,0.190587,0.03,0.600000,3.100000,1.800000,5.000000,1.900000,4.600000,3.000000,4.000000,0.000000,22.712834400000006,5.678208600000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5239,GF WH (moist)|90-150yr|SC-Rx,0.750000,1.2,0.300000,0.284228,0.1,0.400000,1.000000,1.000000,2.000000,2.000000,1.000000,2.000000,1.000000,1.000000,5.5056832,1.3764208,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5240,GF WH (moist)|90-150yr|SC,1.785000,2.56,0.400000,0.568456,0.1,1.200000,3.200000,4.800000,12.300000,5.400000,1.000000,2.000000,2.000000,1.000000,5.5056832,1.3764208,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5241,GF WH (moist)|90-150yr,4.500000,8.0,1.000000,0.138087,0.03,0.300000,2.400000,3.900000,10.300000,1.200000,0.000000,2.200000,16.299999,2.000000,29.0866672,7.2716668,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5242,GF WH (moist)|150+yr|Medium density,4.500000,8.0,1.000000,1.033202,0.05,0.500000,1.600000,3.300000,4.300000,5.000000,3.400000,0.800000,1.600000,0.600000,9.2083896,2.3020974,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5243,GF WH (moist)|150+yr|High density,6.000000,16.0,2.000000,0.208087,0.03,0.500000,1.600000,3.300000,12.100000,15.000001,3.000000,0.800000,7.000000,3.000000,47.133179999999996,11.783294999999999,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5244,WH (dry)|0-30yr|WF,1.459200,1.8,0.300000,2.030837,0.3,0.200000,1.500000,4.000000,5.800000,6.600000,0.000000,1.900000,2.200000,0.000000,3.7410495999999998,0.9352623999999999,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5245,WH (dry)|30-60yr,1.140000,1.376,0.200000,2.030837,0.2,0.700000,1.300000,3.100000,3.300000,0.000000,0.000000,4.400000,0.000000,0.000000,8.0156736,2.0039184,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5246,WH (dry)|60-90yr,1.350000,5.504,0.800000,0.661203,0.15,0.400000,1.100000,3.600000,1.100000,0.500000,0.200000,0.800000,0.300000,0.200000,7.7182912,1.9295728,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5247,WH (dry)|90-200yr,2.580000,6.88,1.000000,0.661203,0.15,0.700000,1.600000,1.700000,0.700000,3.100000,1.600000,0.600000,2.400000,1.300000,6.616824,1.654206,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5248,WH (dry)|200+yr|Medium density,7.500000,8.0,1.000000,0.330601,0.1,1.300000,2.900000,5.600000,0.600000,0.300000,0.300000,2.900000,1.300000,1.200000,23.5272488,5.8818122,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5249,WH (dry)|200+yr|High density,10.500001,15.200001,1.900000,0.118072,0.05,0.700000,2.900000,2.400000,4.800000,0.900000,0.000000,12.900001,2.300000,0.000000,35.0118328,8.7529582,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5250,LP (dry)|0-10yr|CC-Rx,0.750000,0.4,0.100000,0.00219,0.02,0.100000,0.300000,0.300000,3.000000,0.400000,0.000000,0.200000,0.200000,0.000000,0.7269352,0.1817338,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5251,LP (dry)|0-10yr|WF,0.750000,0.4,0.100000,0.00219,0.02,0.200000,1.000000,3.100000,10.000000,0.400000,0.000000,0.500000,0.200000,0.000000,0.7269352,0.1817338,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5252,LP (dry)|10-20yr,1.050000,0.8,0.200000,0.00219,0.02,0.200000,1.000000,3.100000,15.000001,0.400000,0.000000,0.500000,0.200000,0.000000,3.4243112,0.8560778,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5253,LP (dry)|20-40yr|PCT,1.050000,1.68,0.300000,0.00219,0.02,2.500000,3.500000,3.200000,5.400000,0.400000,0.000000,0.200000,0.200000,0.000000,1.6505752000000002,0.41264380000000006,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5254,LP (dry)|20-40yr,1.680000,1.68,0.300000,0.00219,0.02,0.200000,1.000000,2.000000,15.000001,0.400000,0.000000,0.700000,0.400000,0.000000,4.661252,1.165313,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5255,LP (dry)|40-80yr,1.440000,2.24,0.400000,0.00219,0.02,0.100000,0.600000,5.000000,8.000000,0.400000,0.000000,0.200000,0.200000,0.000000,9.9199832,2.4799958,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5256,LP (dry)|40-80yr|High density,2.400000,2.8,0.500000,0.00219,0.02,0.200000,1.000000,2.000000,16.000000,1.300000,0.000000,0.700000,0.400000,0.000000,13.376112000000001,3.3440280000000002,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5257,LP (dry)|80+yr|I&D,2.700000,4.32,0.600000,0.00219,0.02,0.200000,1.000000,2.000000,30.000002,10.000000,0.000000,4.000000,2.000000,0.000000,13.895013600000002,3.4737534000000005,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5258,LP (moist)|0-10yr|CC-Rx,0.750000,0.4,0.100000,0.051673,0.02,0.100000,0.300000,0.300000,3.000000,0.400000,0.000000,0.200000,0.200000,0.000000,0.7269352,0.1817338,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5259,LP (moist)|0-10yr|WF,0.750000,0.4,0.100000,0.051673,0.02,0.200000,1.000000,3.100000,10.000000,0.400000,0.000000,0.500000,0.200000,0.000000,0.7269352,0.1817338,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5260,LP (moist)|10-20yr,1.050000,0.8,0.200000,0.051673,0.02,0.200000,1.000000,3.100000,15.000001,0.400000,0.000000,0.500000,0.200000,0.000000,3.4243112,0.8560778,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5261,LP (moist)|20-40yr|PCT,1.050000,1.68,0.300000,0.051673,0.02,2.500000,3.500000,3.200000,5.400000,0.400000,0.000000,0.200000,0.200000,0.000000,1.6505752000000002,0.41264380000000006,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5262,LP (moist)|20-40yr,1.680000,1.68,0.300000,0.051673,0.02,0.200000,1.000000,2.000000,15.000001,0.400000,0.000000,0.700000,0.400000,0.000000,4.661252,1.165313,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5263,LP (moist)|40-80yr,1.440000,2.24,0.400000,0.051673,0.02,0.100000,0.600000,5.000000,8.000000,0.400000,0.000000,0.200000,0.200000,0.000000,9.9199832,2.4799958,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5264,LP (moist)|40-80yr|High density,2.400000,2.8,0.500000,0.051673,0.02,0.200000,1.000000,2.000000,16.000000,1.300000,0.000000,0.700000,0.400000,0.000000,13.376112000000001,3.3440280000000002,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5265,LP (moist)|80+yr|I&D,2.700000,4.32,0.600000,0.051673,0.02,0.200000,1.000000,2.000000,30.000002,10.000000,0.000000,4.000000,2.000000,0.000000,13.895013600000002,3.4737534000000005,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5266,WL|0-15yr|CC-Rx or WF-Salv,0.601000,0.16,0.050000,0.260108,0.11,0.100000,0.500000,0.900000,0.400000,1.200000,0.000000,0.400000,0.300000,0.000000,2.282812,0.570703,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5267,WL|0-15yr|WF,0.601000,0.72,0.200000,0.260108,0.11,0.200000,1.100000,3.000000,3.100000,1.000000,0.000000,0.300000,1.000000,0.000000,2.327032,0.581758,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5268,WL|15-40yr|PCT-Rx,0.572000,0.96,0.200000,0.05698,0.11,0.100000,1.000000,1.000000,0.100000,1.200000,0.000000,0.100000,0.300000,0.000000,1.8218544000000003,0.4554636000000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5269,WL|15-40yr|PCT-Rx|CWD,0.572000,0.96,0.200000,0.05698,0.11,0.100000,1.000000,1.000000,0.100000,4.000000,0.000000,0.100000,1.300000,0.000000,1.8218544000000003,0.4554636000000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5270,WL|15-40yr|PCT,1.287000,1.8,0.300000,0.05698,0.11,0.300000,1.200000,3.100000,4.500000,4.000000,0.000000,0.300000,1.300000,0.000000,1.8218544000000003,0.4554636000000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5271,WL|15-40yr,0.868500,1.44,0.200000,0.018993,0.060000000000000005,1.000000,2.000000,2.000000,2.000000,3.000000,2.000000,1.000000,2.000000,0.000000,2.0295712,0.5073928,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5272,WL|40-80yr|SC-Rx,0.579000,0.32,0.100000,0.189934,0.11,0.200000,0.300000,0.500000,0.200000,1.000000,0.000000,0.200000,0.000000,0.000000,4.382757600000001,1.0956894000000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5273,WL|40-80yr|SC-Rx|CWD,0.579000,0.96,0.200000,0.189934,0.11,0.200000,0.300000,0.500000,0.200000,3.000000,2.000000,0.200000,4.000000,1.000000,4.382757600000001,1.0956894000000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5274,WL|40-80yr|SC,1.968600,2.56,0.400000,0.189934,0.11,1.000000,2.500000,3.000000,3.000000,5.000000,3.000000,0.200000,4.000000,1.000000,4.382757600000001,1.0956894000000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5275,WL|40-80yr,0.601000,1.6,0.500000,0.204945,0.11,0.200000,1.300000,3.200000,4.000000,1.200000,0.000000,0.400000,2.400000,0.000000,2.6052464000000004,0.6513116000000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5276,WL|80-150yr|SC-Rx,0.173700,0.32,0.100000,0.131537,0.51,0.200000,0.200000,0.600000,0.200000,0.500000,0.500000,0.100000,0.100000,0.000000,11.137989600000001,2.7844974000000002,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5277,WL|80-150yr|SC,2.026500,4.48,0.800000,0.197306,1.01,3.000000,2.000000,2.000000,3.000000,2.000000,1.000000,1.200000,2.200000,0.000000,11.137989600000001,2.7844974000000002,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5278,WL|150+yr|SC-Rx,0.173700,0.32,0.100000,0.263074,1.01,0.200000,0.200000,0.600000,0.200000,1.000000,1.000000,0.200000,0.200000,0.000000,16.1711032,4.0427758,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5279,WL|150+yr|SC,1.737000,5.12,0.800000,0.328843,1.01,3.500000,2.500000,2.500000,5.000000,2.000000,1.000000,1.800000,2.900000,0.000000,16.2908088,4.0727022,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5280,WL DF|0-20yr|CC-Rx or WF-Salv,0.522000,0.24,0.050000,0.745005,0.11,0.100000,0.200000,0.700000,0.600000,1.500000,0.000000,0.800000,1.500000,0.000000,1.8085552,0.4521388,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5281,WL DF|0-20yr|WF,0.522000,0.24,0.050000,0.745005,0.11,0.100000,0.500000,1.200000,0.500000,1.000000,1.500000,0.800000,1.500000,0.000000,2.3378224000000003,0.5844556000000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5282,WL DF|20-40yr|PCT-Rx and Graz|CWD,1.204000,1.28,0.200000,0.745005,1.01,0.100000,0.200000,0.700000,0.200000,1.000000,0.000000,1.500000,1.000000,0.000000,1.947616,0.486904,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5283,WL DF|20-40yr|High density,1.160000,1.28,0.200000,0.745005,0.51,0.100000,0.200000,0.700000,0.200000,1.000000,0.000000,1.500000,1.000000,0.000000,2.9480608000000004,0.7370152000000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5284,WL DF|20-40yr|PCT-Rx and Graz,0.435000,0.8,0.200000,0.745005,0.51,0.100000,0.200000,0.700000,2.000000,1.000000,0.000000,1.000000,1.000000,0.500000,2.5420512,0.6355128,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5285,WL DF|20-40yr|PCT and Graz,1.160000,1.28,0.200000,0.745005,0.51,1.100000,2.700000,5.500000,1.000000,1.000000,0.000000,1.500000,2.000000,3.000000,2.7334576000000004,0.6833644000000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5286,WL DF|20-40yr|High density|CWD,1.160000,1.28,0.200000,0.745005,0.51,0.100000,0.200000,0.700000,4.000000,7.000000,1.000000,2.000000,3.500000,1.000000,3.5150335999999998,0.8787583999999999,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5287,WL DF|40-80yr,2.320000,5.12,0.800000,0.925788,1.01,0.500000,0.800000,0.500000,0.200000,1.000000,0.000000,0.500000,0.800000,0.000000,9.9308384,2.4827096,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5288,WL DF|40-80yr|CWD,2.320000,3.2,0.500000,0.925788,1.01,0.500000,1.200000,0.700000,3.000000,7.000000,0.000000,1.500000,5.000000,3.000000,10.011614400000001,2.5029036000000002,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5289,WL DF|40-80yr|High density,2.320000,5.12,0.800000,0.383439,0.11,0.500000,1.000000,1.200000,3.000000,5.000000,1.000000,2.500000,5.000000,1.000000,10.5283976,2.6320994,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5290,WL DF|80-150yr|SC-Rx|Herb,0.602000,0.96,0.200000,0.925788,1.01,0.200000,0.800000,0.500000,0.200000,1.000000,0.000000,0.500000,0.800000,0.000000,11.5079512,2.8769878,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5291,WL DF|80-150yr|SC-Rx|CWD,2.320000,5.12,0.800000,0.925788,1.01,0.600000,2.700000,5.000000,4.500000,7.000000,0.000000,1.500000,5.000000,3.000000,11.5079512,2.8769878,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5292,WL DF|80-150yr|SC-Rx,0.580000,0.96,0.200000,1.106571,1.01,0.200000,0.500000,0.800000,0.200000,1.200000,0.000000,0.200000,1.000000,0.000000,6.3702488,1.5925622,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5293,WL DF|80-150yr,2.408000,6.4,1.000000,0.15877,0.11,0.400000,2.000000,3.000000,3.000000,1.300000,3.000000,3.000000,1.900000,0.000000,20.022564000000003,5.005641000000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5294,WL DF|150+yr|Low density,2.320000,6.4,1.000000,0.263439,0.11,1.500000,3.400000,3.500000,0.200000,5.000000,3.000000,1.500000,3.000000,0.400000,16.795696,4.198924,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5295,WL DF|150+yr|High density|CWD,3.612000,7.68,1.200000,0.445635,0.060000000000000005,0.800000,2.000000,6.000000,3.000000,11.000001,0.000000,7.000000,15.000001,0.000000,21.834604000000002,5.458651000000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5296,WL DF LP|0-20yr|CC-Rx or WF-Salv,0.601000,1.6,0.500000,0.204945,0.11,0.200000,0.300000,1.000000,1.500000,1.200000,0.000000,0.400000,2.400000,0.000000,2.6052464000000004,0.6513116000000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5297,WL DF LP|0-20yr|WF,0.601000,1.6,0.500000,0.204945,0.11,0.200000,1.300000,3.200000,4.000000,1.200000,0.000000,0.400000,2.400000,0.000000,2.6052464000000004,0.6513116000000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5298,WL DF LP|20-40yr|PCT-PB and Graz,0.601000,3.2,0.500000,0.614835,0.11,0.100000,0.500000,0.500000,0.400000,0.200000,0.000000,1.200000,0.300000,0.000000,2.7752719999999997,0.6938179999999999,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5299,WL DF LP|20-40yr|Low density|Tree regen,0.601000,3.2,0.500000,0.614835,0.11,0.800000,1.200000,0.500000,1.000000,0.200000,0.000000,1.200000,2.500000,0.000000,3.4519008,0.8629752,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5300,WL DF LP|20-40yr|PCT-PB and Graz|Medium density,1.202000,3.2,0.500000,0.614835,0.51,0.200000,0.800000,1.200000,0.800000,1.200000,0.000000,0.400000,1.200000,0.000000,3.0172024000000004,0.7543006000000001,User Supplied,User Supplied,User Supplied,User Supplied
