Reg,Reg,Reg,Reg,Fuelbed_number,Fuelbed_Name,Litter,Duff,Depth,Shrub,Herb,1Hr,10Hr,100Hr,3-9S,9-20S,20+S,3-9R,9-20R,20+R,Foli,Bran,CTG,Flame EF,Duff EF,Smolder 1K EF
P,I,N,S,5099,PP (eWA)|25-40yr|No midstory density,2.822400,1.536,0.200000,2.892,0.05,0.200000,1.300000,2.500000,1.800000,2.300000,0.000000,3.300000,0.000000,0.000000,8.749504,2.187376,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5100,PP (eWA)|25-40yr|Fine wood,2.899200,1.536,0.200000,2.892,0.05,0.100000,1.000000,2.500000,1.700000,2.500000,0.000000,2.500000,2.200000,0.000000,11.264076800000002,2.8160192000000004,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5101,PP (eWA)|25-40yr|PCT-Rx|Wood,0.453000,1.536,0.200000,2.892,0.1,0.100000,1.500000,1.500000,2.400000,0.700000,0.000000,2.500000,2.200000,0.000000,7.4251928,1.8562982,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5102,PP (eWA)|40-80yr|Rx,0.117600,0.24,0.100000,2.892,0.2,0.200000,0.800000,0.500000,1.200000,1.000000,0.000000,2.000000,0.000000,0.000000,9.260014400000001,2.3150036000000003,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5103,PP (eWA)|40-80yr|SC-Rx,0.441000,0.8,0.200000,1.928,0.05,0.100000,1.000000,1.500000,0.500000,0.500000,0.500000,0.600000,0.500000,0.000000,9.195329599999999,2.2988323999999998,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5104,PP (eWA)|40-80yr|Low density|Shrub,2.880000,1.536,0.200000,2.232,0.1,0.100000,1.000000,1.500000,0.500000,0.500000,0.500000,0.600000,0.500000,0.000000,13.1538792,3.2884698,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5105,PP (eWA)|40-80yr|High density|Grass,4.189500,1.52,0.200000,0.964,0.05,0.200000,1.300000,3.200000,1.800000,3.300000,0.000000,3.300000,0.000000,0.000000,21.2111328,5.3027832,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5106,PP (eWA)|40-80yr|High density,3.000000,2.4,0.300000,0.288,0.01,0.100000,1.000000,2.500000,2.500000,1.500000,0.500000,1.000000,2.000000,0.000000,24.740857600000002,6.1852144000000004,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5107,PP (eWA)|40-80yr|I&D,4.050000,1.44,0.200000,2.464,0.3,1.000000,2.500000,3.000000,5.500000,3.000000,2.100000,1.600000,1.500000,0.000000,23.756473600000003,5.939118400000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5108,PP (eWA)|40-80yr|SC,1.102500,2.304,0.300000,2.892,0.05,0.500000,2.000000,2.500000,5.000000,0.700000,0.000000,2.500000,2.200000,0.000000,9.195329599999999,2.2988323999999998,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5109,PP (eWA)|80-150yr|SC-Rx,1.029000,0.16,0.100000,0.964,0.2,0.100000,0.500000,0.900000,0.400000,1.200000,0.000000,0.400000,0.300000,0.000000,19.1136248,4.7784062,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5110,PP (eWA)|80-150yr|Low density,2.058000,1.12,0.200000,1.928,0.2,0.500000,1.100000,1.500000,0.900000,0.600000,0.500000,0.900000,0.800000,0.000000,11.2232448,2.8058112,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5111,PP (eWA)|80-150yr|Low density|Shrub,2.646000,1.536,0.200000,3.856,0.1,0.500000,1.100000,1.500000,0.900000,0.600000,0.500000,0.900000,0.800000,0.000000,16.821720000000003,4.205430000000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5112,PP (eWA)|80-150yr|I&D,2.646000,2.28,0.300000,0.964,0.1,1.000000,1.700000,3.100000,12.000001,6.000000,0.800000,1.600000,2.700000,0.400000,10.3603888,2.5900972,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5113,PP (eWA)|80-150yr|High density,4.410000,2.4,0.300000,0.964,0.05,0.500000,1.500000,3.100000,2.600000,3.000000,0.500000,0.900000,2.100000,0.300000,27.4373584,6.8593396,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5114,PP (eWA)|150+yr|SC-Rx,0.662500,0.16,0.100000,0.0,0.1,0.400000,0.400000,1.800000,0.500000,0.500000,0.000000,0.000000,0.500000,0.000000,11.172780000000001,2.7931950000000003,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5115,PP (eWA)|150+yr|SC,2.265750,2.28,0.300000,0.0,0.1,0.500000,0.600000,2.000000,0.700000,1.200000,0.000000,1.000000,1.500000,0.000000,10.9945696,2.7486424,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5116,PP (eWA)|150+yr|Low density|Shrub,0.750000,0.16,0.100000,1.116,0.1,0.400000,0.400000,1.800000,0.500000,0.500000,0.000000,0.000000,0.500000,0.000000,22.959292,5.739823,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5117,PP (eWA)|150+yr|I&D,2.646000,2.16,0.300000,0.964,0.1,1.000000,1.700000,3.500000,10.900001,8.900001,2.800000,1.600000,3.100000,0.500000,22.99596,5.74899,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5118,PP (eWA)|150+yr|High density,4.500000,2.4,0.300000,0.0,0.05,0.500000,1.500000,3.100000,3.900000,5.800000,0.500000,1.600000,2.800000,0.300000,25.706558400000002,6.426639600000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5119,PP DF|0-25yr|WF,0.043200,0.32,0.200000,0.42,0.3,0.100000,0.500000,1.200000,0.500000,1.000000,1.500000,0.000000,0.200000,0.000000,5.0769296,1.2692324,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5120,PP DF|0-25yr|WF-Salv,0.043200,0.12,0.100000,0.21,0.4,0.100000,0.500000,0.500000,0.500000,0.500000,1.500000,0.000000,0.200000,0.000000,2.7980584000000004,0.6995146000000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5121,PP DF|25-40yr|High density,0.128500,1.2,0.300000,0.380586,0.2,0.100000,1.500000,1.200000,2.000000,4.000000,2.000000,1.000000,1.500000,0.000000,13.427281599999999,3.3568203999999997,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5122,PP DF|25-40yr|Medium density,0.160625,0.96,0.200000,0.102,0.5,0.100000,0.500000,0.500000,0.500000,0.200000,0.500000,0.000000,0.000000,0.000000,7.2257328,1.8064332,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5123,PP DF|40-80yr|CWD,3.434250,6.4,1.000000,0.102,0.1,0.800000,1.200000,3.000000,2.400000,4.000000,1.000000,2.800000,4.200000,0.000000,18.0213152,4.5053288,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5124,PP DF|40-80yr|PCT-Rx,0.192750,0.96,0.200000,0.17,0.7,0.100000,0.400000,0.100000,0.300000,0.200000,0.000000,0.100000,0.000000,0.000000,18.173015200000002,4.5432538000000005,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5125,PP DF|40-80yr|PCT,0.514000,1.92,0.300000,0.17,0.7,2.000000,3.400000,2.300000,2.000000,0.300000,0.000000,0.200000,0.200000,0.000000,18.173015200000002,4.5432538000000005,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5126,PP DF|40-80yr,1.872000,5.6,1.000000,0.51,0.7,0.800000,1.200000,3.000000,0.400000,0.000000,0.000000,0.800000,4.200000,0.000000,18.75356,4.68839,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5127,PP DF|80-150yr,2.090000,6.4,1.000000,0.102,0.5,0.300000,2.000000,2.500000,1.000000,1.000000,1.500000,1.000000,0.500000,0.000000,21.239512000000005,5.309878000000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5128,PP DF|80-150yr|Shrub,1.220750,3.2,0.500000,1.02,0.5,0.100000,0.600000,1.600000,0.400000,0.000000,4.000000,1.000000,0.500000,0.500000,15.853052,3.963263,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5129,PP DF|80-150yr|SC-Rx,0.771000,0.96,0.200000,0.17,1.0,0.800000,1.200000,0.100000,0.300000,0.200000,0.000000,0.800000,0.500000,0.000000,11.658635199999999,2.9146587999999998,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5130,PP DF|80-150yr|SC|No overstory density|Herb,1.028000,1.92,0.300000,0.17,1.0,0.800000,2.700000,5.000000,5.700000,0.200000,0.000000,2.000000,2.000000,0.000000,11.658635199999999,2.9146587999999998,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5131,PP DF|80-150yr|PCT-Rx,0.038550,0.32,0.100000,0.17,0.5,0.020000,0.310000,0.900000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,13.082752,3.270688,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5132,PP DF|80-150yr|SC,0.719600,2.56,0.400000,0.17,0.5,1.000000,2.700000,5.000000,5.700000,1.200000,1.200000,0.300000,0.100000,0.000000,13.082752,3.270688,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5133,PP DF|80-150yr|Low density,1.430000,6.4,1.000000,0.102,0.5,1.000000,1.500000,2.500000,1.000000,0.500000,0.500000,0.500000,0.500000,0.000000,12.802487200000002,3.2006218000000004,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5134,PP DF|150+yr|High density,1.795500,9.599999,1.500000,0.102,0.5,0.300000,2.000000,2.500000,1.500000,10.500001,1.500000,1.000000,11.000001,1.200000,18.222124000000004,4.555531000000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5135,PP DF|150+yr|SC-Rx,0.567000,0.64,0.200000,0.102,0.5,0.100000,0.500000,1.000000,1.500000,3.000000,0.000000,0.000000,0.000000,0.500000,7.7970087999999995,1.9492521999999999,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5136,PP DF|150+yr|SC,1.927800,6.4,1.000000,0.102,0.5,1.100000,2.300000,4.800000,4.300000,8.200001,2.500000,2.000000,3.000000,0.000000,7.7970087999999995,1.9492521999999999,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5137,PP DF|150+yr|Low density|CWD,1.028000,3.2,0.500000,0.17,1.0,1.200000,1.800000,0.500000,0.300000,0.200000,0.000000,0.200000,0.500000,0.000000,11.900503200000001,2.9751258000000003,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5138,PP DF|150+yr|Medium density,0.771000,0.64,0.200000,0.17,1.0,0.500000,0.600000,0.500000,0.400000,1.000000,0.000000,0.200000,0.000000,1.000000,13.6577544,3.4144386,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5139,PP DF WL|0-25yr|WF,0.043200,0.32,0.200000,0.579687,0.3,0.100000,0.500000,1.200000,0.500000,1.000000,1.500000,0.000000,0.200000,0.000000,5.0769296,1.2692324,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5140,PP DF WL|0-25yr|WF-Salv,0.043200,0.12,0.100000,0.255628,0.5,0.100000,0.500000,0.500000,0.500000,0.500000,1.500000,0.000000,0.200000,0.000000,2.7980584000000004,0.6995146000000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5141,PP DF WL|25-40yr|High density,0.128500,1.2,0.300000,0.435549,0.30000000000000004,0.100000,1.500000,1.200000,2.000000,4.000000,2.000000,1.000000,1.500000,0.000000,13.427281599999999,3.3568203999999997,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5142,PP DF WL|25-40yr|Medium density,0.160625,0.96,0.200000,0.175814,0.6,0.100000,0.500000,0.500000,0.500000,0.200000,0.500000,0.000000,0.000000,0.000000,7.2257328,1.8064332,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5143,PP DF WL|40-80yr|CWD,3.434250,6.4,1.000000,0.034776,0.2,0.800000,1.200000,3.000000,2.400000,4.000000,1.000000,2.800000,4.200000,0.000000,18.0213152,4.5053288,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5144,PP DF WL|40-80yr|Shrub,1.872000,5.6,1.000000,0.173881,0.7999999999999999,0.800000,1.200000,3.000000,0.400000,0.000000,0.000000,0.800000,4.200000,0.000000,18.7626368,4.6906592,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5145,PP DF WL|40-80yr|PCT-Rx,0.192750,0.96,0.200000,0.109388,0.7999999999999999,0.100000,0.400000,0.100000,0.300000,0.200000,0.000000,0.100000,0.000000,0.000000,18.0989136,4.5247284,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5146,PP DF WL|40-80yr|PCT,0.514000,1.92,0.300000,0.109388,0.7999999999999999,2.000000,3.400000,2.300000,2.000000,0.300000,0.000000,0.200000,0.200000,0.000000,18.0989136,4.5247284,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5147,PP DF WL|80-150yr|High density,2.090000,6.4,1.000000,0.034776,0.6,0.300000,2.000000,2.500000,1.000000,1.000000,1.500000,1.000000,0.500000,0.000000,21.239512000000005,5.309878000000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5148,PP DF WL|80-150yr|Medium density,1.430000,6.4,1.000000,0.034776,0.6,1.000000,1.500000,2.500000,1.000000,0.500000,0.500000,0.500000,0.500000,0.000000,12.799678400000001,3.1999196000000003,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5149,PP DF WL|80-150yr,1.220750,3.2,0.500000,0.575992,0.6,0.100000,0.600000,1.600000,0.400000,0.000000,4.000000,1.000000,0.500000,0.500000,15.853052,3.963263,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5150,PP DF WL|80-150yr|SC-Rx,0.771000,0.96,0.200000,0.109388,1.1,0.800000,1.200000,0.100000,0.300000,0.200000,0.000000,0.800000,0.500000,0.000000,11.658635199999999,2.9146587999999998,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5151,PP DF WL|80-150yr|SC,1.028000,1.92,0.300000,0.109388,1.1,0.800000,2.700000,5.000000,5.700000,0.200000,0.000000,2.000000,2.000000,0.000000,11.658635199999999,2.9146587999999998,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5152,PP DF WL|80-150yr|SC-Rx|CWD,0.038550,0.32,0.100000,1.982111,0.6,0.020000,0.310000,0.900000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,13.082752,3.270688,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5153,PP DF WL|80-150yr|SC|Low density|Shrub,0.719600,2.56,0.400000,1.982111,0.6,1.000000,2.700000,5.000000,5.700000,1.200000,1.200000,0.300000,0.100000,0.000000,13.082752,3.270688,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5154,PP DF WL|150+yr|Medium density|CWD,1.795500,9.599999,1.500000,0.034776,0.6,0.300000,2.000000,2.500000,1.500000,10.500001,1.500000,1.000000,11.000001,1.200000,18.222124000000004,4.555531000000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5155,PP DF WL|150+yr|SC-Rx,0.567000,0.64,0.200000,0.034776,0.6,0.100000,0.500000,1.000000,1.500000,3.000000,0.000000,0.000000,0.000000,0.500000,7.7970087999999995,1.9492521999999999,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5156,PP DF WL|150+yr|SC,1.927800,6.4,1.000000,0.034776,0.6,1.100000,2.300000,4.800000,4.300000,8.200001,2.500000,2.000000,3.000000,0.000000,7.7970087999999995,1.9492521999999999,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5157,PP DF WL|150+yr|Low density|CWD,1.028000,3.2,0.500000,0.109388,1.1,1.200000,1.800000,0.500000,0.300000,0.200000,0.000000,0.200000,0.500000,0.000000,11.900503200000001,2.9751258000000003,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5158,PP DF WL|150+yr|Low density,0.771000,0.64,0.200000,1.982111,1.1,0.500000,0.600000,0.500000,0.400000,1.000000,0.000000,0.200000,0.000000,1.000000,13.6577544,3.4144386,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5159,DF PP GF (dry)|0-15yr|CC-Rx or WF-Salv|Shrub,0.309000,0.0,0.000000,9.18,0.1,0.400000,0.300000,2.000000,2.700000,4.200000,8.400001,1.000000,1.000000,0.500000,1.6790152,0.4197538,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5160,DF PP GF (dry)|0-15yr|CC-Rx or WF-Salv|Grass,0.237000,0.0,0.000000,0.79,0.6,0.400000,0.300000,2.000000,2.700000,4.200000,8.400001,0.000000,0.000000,0.000000,1.4418832000000001,0.36047080000000004,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5161,DF PP GF (dry)|0-15yr|WF|Shrub,1.204000,0.96,0.200000,8.64,0.1,0.800000,1.700000,2.200000,12.800000,5.700000,4.000000,1.000000,2.000000,0.000000,2.623724,0.655931,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5162,DF PP GF (dry)|0-15yr|WF|Grass,0.064400,0.0,0.000000,0.964,0.5,0.200000,0.300000,3.800000,1.000000,0.000000,0.000000,1.000000,1.000000,0.500000,1.8308152,0.4577038,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5163,DF PP GF (dry)|0-15yr|CC|Shrub,1.505000,0.96,0.200000,8.64,0.5,0.800000,1.700000,2.200000,12.800000,5.700000,4.000000,1.000000,2.000000,0.000000,2.623724,0.655931,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5164,DF PP GF (dry)|0-15yr|CC|Grass,1.204000,0.96,0.200000,0.964,0.5,0.800000,1.700000,2.200000,12.800000,5.700000,4.000000,1.000000,2.000000,0.000000,2.4503864,0.6125966,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5165,DF PP GF (dry)|15-25yr|Past CC-Rx or Past WF-Salv|Low densit,0.275850,0.72,0.200000,1.342379,0.1,0.100000,0.500000,0.700000,0.900000,4.000000,0.000000,0.500000,0.500000,7.000000,2.4723880000000005,0.6180970000000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5166,DF PP GF (dry)|15-25yr|Past CC-Rx or Past WF-Salv|Low densit,0.359100,0.72,0.200000,0.383261,0.51,0.300000,0.300000,0.700000,1.900000,1.900000,1.100000,4.000000,4.000000,0.000000,2.1737976,0.5434494,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5167,DF PP GF (dry)|15-25yr|Past WF|Low density,0.278300,0.368,0.100000,0.858152,0.2,0.100000,0.500000,0.700000,9.300000,8.300000,3.000000,0.500000,2.300000,3.000000,3.2667896,0.8166974,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5168,DF PP GF (dry)|15-25yr|Past WF|High density,5.409000,8.0,1.000000,0.17163,0.1,0.100000,0.500000,0.700000,9.300000,8.300000,3.000000,0.500000,2.300000,3.000000,5.03488,1.25872,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5169,DF PP GF (dry)|15-25yr|Past CC|High density,5.409000,8.0,1.000000,0.17163,0.1,1.400000,2.600000,1.800000,7.100000,0.000000,0.000000,0.100000,0.000000,0.000000,5.03488,1.25872,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5170,DF PP GF (dry)|15-25yr|Past CC|Low density,0.695750,0.736,0.200000,0.640411,0.2,0.100000,0.500000,0.700000,0.500000,2.600000,0.000000,0.400000,1.900000,0.000000,3.2667896,0.8166974,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5171,DF PP GF (dry)|25-40yr|PCT-PB or PCT-Rx|Low density,1.474400,2.88,0.400000,1.079254,0.1,0.100000,0.800000,0.800000,1.600000,5.200000,0.000000,0.800000,2.500000,0.000000,2.8174472,0.7043618,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5172,DF PP GF (dry)|25-40yr|Low density,0.300300,2.4,0.300000,0.945783,0.15,0.700000,1.100000,1.500000,3.100000,4.700000,0.000000,1.800000,0.600000,0.000000,3.4990672000000007,0.8747668000000002,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5173,DF PP GF (dry)|25-40yr|High density|CWD,1.485000,7.6,1.000000,1.5099,0.05,0.700000,1.600000,3.800000,8.700001,1.900000,0.000000,2.000000,3.000000,4.000000,9.0117928,2.2529482,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5174,DF PP GF (dry)|25-40yr|PCT-PB or PCT-Rx|Medium density,1.292000,3.84,0.600000,1.528881,0.2,0.100000,0.500000,0.800000,0.400000,1.700000,0.000000,1.700000,7.100000,0.000000,3.5828744,0.8957186,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5175,DF PP GF (dry)|25-40yr|PCT,5.472000,12.000001,1.500000,1.528881,0.2,1.800000,2.700000,5.500000,10.000000,6.000000,1.500000,1.700000,7.100000,1.000000,3.5828744,0.8957186,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5176,DF PP GF (dry)|25-40yr|PCT-PB or PCT-Rx|Medium density|Rotte,1.368000,2.88,0.400000,1.528881,0.15,0.100000,0.500000,0.800000,0.400000,1.700000,0.000000,1.700000,7.100000,3.200000,3.5714032,0.8928508,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5177,DF PP GF (dry)|25-40yr|High density,2.793000,4.0,0.500000,0.858152,0.1,0.700000,1.300000,3.100000,7.500000,0.000000,0.000000,3.600000,0.000000,0.000000,5.7532088,1.4383022,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5178,DF PP GF (dry)|40-80yr|High overstory density,3.000000,3.4,0.500000,0.923562,0.1,0.700000,1.600000,1.900000,11.700001,11.500001,0.000000,2.200000,2.200000,0.000000,26.4121576,6.6030394,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5179,DF PP GF (dry)|40-80yr|High midstory density,3.000000,2.04,0.300000,0.923562,0.1,0.500000,1.700000,3.300000,11.400001,2.100000,0.000000,0.900000,0.200000,0.000000,26.063854399999997,6.515963599999999,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5180,DF PP GF (dry)|40-80yr|SC-Rx,2.083840,1.2,0.300000,1.699469,0.1,0.200000,1.900000,0.800000,0.400000,1.100000,0.000000,1.000000,0.000000,0.000000,4.9335287999999995,1.2333821999999999,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5181,DF PP GF (dry)|40-80yr|SC,5.860800,12.240001,1.700000,1.699469,0.1,1.800000,2.700000,5.500000,10.000000,6.000000,1.500000,1.500000,5.500000,0.500000,4.9335287999999995,1.2333821999999999,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5182,DF PP GF (dry)|80-150yr|SC-Rx|Low density,0.481920,1.68,0.300000,0.104,0.5,0.040000,0.200000,0.500000,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,4.955089600000001,1.2387724000000002,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5183,DF PP GF (dry)|80-150yr|I&D,3.600000,7.6,1.000000,0.63289,0.1,0.700000,1.600000,1.900000,11.700001,11.500001,1.800000,2.200000,2.200000,0.000000,28.7361672,7.1840418,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5184,DF PP GF (dry)|80-150yr,1.420800,5.76,1.200000,0.663969,0.1,1.000000,1.500000,1.100000,7.400001,1.500000,0.000000,5.000000,1.000000,0.000000,8.508925600000001,2.1272314000000003,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5185,DF PP GF (dry)|80-150yr|SC,3.834000,12.240001,1.700000,0.5841,0.5,2.000000,3.100000,6.500000,10.000000,8.000000,1.000000,1.500000,5.500000,0.500000,8.178719200000002,2.0446798000000004,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5186,DF PP GF (dry)|80-150yr|SC-Rx|Low density|Shrub,0.383400,0.4,0.100000,0.5841,0.5,0.300000,0.200000,0.240000,0.500000,0.300000,0.200000,0.500000,0.700000,0.800000,8.178719200000002,2.0446798000000004,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5187,DF PP GF (dry)|150+yr|SC-Rx,0.240000,0.64,0.200000,0.746475,0.25,0.100000,0.500000,0.500000,4.000000,1.500000,0.000000,0.000000,0.000000,0.000000,9.9086712,2.4771678,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5188,DF PP GF (dry)|150+yr|SC,6.750000,14.400001,2.000000,0.746475,0.25,0.800000,2.200000,3.500000,6.000000,4.000000,1.000000,6.000000,4.000000,0.000000,9.9086712,2.4771678,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5189,DF PP GF (dry)|150+yr|High density|CWD,4.500000,8.8,1.100000,0.63289,0.1,0.700000,1.600000,1.900000,13.000001,15.000001,2.000000,5.000000,5.000000,0.000000,32.2501496,8.0625374,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5190,DF PP GF (dry)|150+yr|Medium density,2.072000,12.000001,1.500000,0.663969,0.1,0.400000,3.000000,5.100000,10.000000,4.000000,2.000000,3.700000,3.500000,1.700000,12.683762399999999,3.1709405999999998,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5191,DF NB|0-15yr|WF,0.061000,0.16,0.050000,2.467636,0.4,0.100000,1.000000,1.000000,1.000000,3.000000,0.000000,1.500000,1.500000,0.000000,4.899748000000001,1.2249370000000002,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5192,DF NB|15-40yr|PCT-PB and Graz,0.074250,0.48,0.100000,2.018625,0.4,0.100000,1.000000,1.000000,1.000000,3.000000,1.000000,2.800000,1.000000,0.000000,4.916092000000001,1.2290230000000002,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5193,DF NB|40-80yr|PCT-PB and Graz,0.186900,1.44,0.300000,0.671591,0.6,0.300000,1.000000,1.000000,0.500000,1.000000,0.000000,0.100000,3.200000,1.000000,4.990932000000001,1.2477330000000002,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5194,DF NB|40-80yr|PCT,1.682100,2.16,0.300000,0.970932,0.6,0.700000,3.400000,2.300000,1.900000,1.000000,0.000000,0.100000,3.200000,1.000000,4.990932000000001,1.2477330000000002,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5195,DF NB|40-80yr,0.734400,3.2,0.500000,0.671591,0.6,1.300000,1.800000,0.300000,0.200000,2.500000,0.000000,0.100000,2.400000,2.000000,5.3490096000000005,1.3372524000000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5196,DF NB|80-150yr|SC-Rx,0.120250,1.44,0.300000,0.100352,0.5,0.400000,0.800000,1.100000,0.400000,0.200000,0.000000,1.400000,0.900000,0.000000,3.9101040000000005,0.9775260000000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5197,DF NB|80-150yr|SC,1.948050,2.16,0.300000,0.246891,0.5,0.700000,2.700000,5.000000,5.700000,0.200000,0.000000,1.400000,1.500000,0.300000,3.9101040000000005,0.9775260000000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5198,DF NB|80-150yr,1.202500,5.12,0.800000,0.18722,0.4,1.700000,1.300000,3.100000,3.000000,0.000000,0.000000,4.000000,2.000000,0.000000,8.0770256,2.0192564,User Supplied,User Supplied,User Supplied,User Supplied
