FB_0029_FCCS_113,Variable,FB_0165_FCCS_112,FB_0067_FCCS_111,FB_0069_FCCS_111,FB_0175_FCCS_113,FB_0175_FCCS_111,FB_0087_FCCS_113,FB_0170_FCCS_113,FB_0109_FCCS_112,FB_0125_FCCS_113,FB_0067_FCCS_112,FB_0087_FCCS_111,FB_0291_FCCS_113,FB_0291_FCCS_111,FB_0125_FCCS_112,FB_0066_FCCS_112,FB_0067_FCCS_113,FB_0046_FCCS_111,FB_0077_FCCS_112,FB_0071_FCCS_113,FB_0066_FCCS_111,FB_0029_FCCS_112,FB_0077_FCCS_111,FB_0069_FCCS_113,FB_0165_FCCS_111,FB_0170_FCCS_112,FB_0109_FCCS_111,FB_0175_FCCS_112,FB_0125_FCCS_111,FB_0029_FCCS_111,FB_0071_FCCS_112,FB_0109_FCCS_113,FB_0087_FCCS_112,FB_0071_FCCS_111,FB_0077_FCCS_113,FB_0291_FCCS_112,FB_0046_FCCS_112,FB_0170_FCCS_111,FB_0046_FCCS_113,FB_0066_FCCS_113,FB_0165_FCCS_113,FB_0069_FCCS_112
0,eGROUND_FUEL_SQUIRREL_MIDDENS_DEPTH,0,0.0,0.0,0,0.0,18,0,0,0,0,13.5,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,18,0.0,0,0,0,0.0,0,0,0,0
0,eGROUND_FUEL_SQUIRREL_MIDDENS_NUMBER_PER_UNIT_AREA,0,0.0,0.0,0,0.0,1,0,0,0,0,0.75,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,1,0.0,0,0,0,0.0,0,0,0,0
0,eGROUND_FUEL_SQUIRREL_MIDDENS_RADIUS,0,0.0,0.0,0,0.0,5,0,0,0,0,3.75,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,5,0.0,0,0,0,0.0,0,0,0,0
0.9,eHERBACEOUS_PRIMARY_LAYER_HEIGHT,1.5,0.5,0.5,6,3.0,1,1,2.5,1.5,1,0.5,2,1.0,1.5,2,1,0.0,0.5,1.5,1.0,0.9,0.25,1,0.75,1,1.25,6,0.75,0.45,1.5,2.5,1,0.75,0.5,2,0,0.5,0,2,1.5,1
0.1,eHERBACEOUS_PRIMARY_LAYER_LOADING,0.3,0.375,0.1,4,2.0,0.01,0.1,0.4,0.05,0.75,0.005,0.1,0.05,0.05,1,0.75,0.0,0.05,0.5,0.5,0.1,0.025,0.2,0.15,0.1,0.2,4,0.025,0.05,0.5,0.4,0.01,0.25,0.05,0.1,0,0.05,0,1,0.3,0.2
0.7,eHERBACEOUS_PRIMARY_LAYER_PERCENT_COVER,95,20.0,10.0,100,50.0,2,10,30,10,40,1.0,20,10.0,10,90,40,0.0,6,6,45.0,0.7,3.0,20,47.5,10,15.0,100,5.0,0.35,6,30,2,3.0,6,20,0,5.0,0,90,95,20
95,eHERBACEOUS_PRIMARY_LAYER_PERCENT_LIVE,80,37.5,45.0,65,32.5,90,80,80,75,75,45.0,60,30.0,75,85,75,0.0,80,80,42.5,95,40.0,90,40.0,80,40.0,65,37.5,47.5,80,80,90,40.0,80,60,0,40.0,0,85,80,90
0.9,eHERBACEOUS_SECONDARY_LAYER_HEIGHT,1.5,0.0,0.0,0,0.0,0.5,0,0,0,0,0.25,1,0.5,0,1,0,0.0,0,1.5,0.5,0.9,0.0,0,0.75,0,0.0,0,0.0,0.45,1.5,0,0.5,0.75,0,1,0,0.0,0,1,1.5,0
0.1,eHERBACEOUS_SECONDARY_LAYER_LOADING,0.05,0.0,0.0,0,0.0,0.02,0,0,0,0,0.01,0.1,0.05,0,0.01,0,0.0,0,0.1,0.005,0.1,0.0,0,0.025,0,0.0,0,0.0,0.05,0.1,0,0.02,0.05,0,0.1,0,0.0,0,0.01,0.05,0
0.2,eHERBACEOUS_SECONDARY_LAYER_PERCENT_COVER,65,0.0,0.0,0,0.0,5,0,0,0,0,2.5,20,10.0,0,8,0,0.0,0,1,4.0,0.2,0.0,0,32.5,0,0.0,0,0.0,0.1,1,0,5,0.5,0,20,0,0.0,0,8,65,0
85,eHERBACEOUS_SECONDARY_LAYER_PERCENT_LIVE,80,0.0,0.0,0,0.0,90,0,0,0,0,45.0,60,30.0,0,70,0,0.0,0,75,35.0,85,0.0,0,40.0,0,0.0,0,0.0,42.5,75,0,90,37.5,0,60,0,0.0,0,70,80,0
1,eLITTER_ARRANGEMENT,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,2,1,1
0,eLITTER_LITTER_TYPE_BROADLEAF_DECIDUOUS_RELATIVE_COVER,0,30.00,0,0,0,0,33.00,90.00,93.00,30.00,0,0,0,93.00,0,30.00,0,0,0,0,0,0,0,0,33.00,90.00,0,93.00,0,0,90.00,0,0,0,0,0,33.00,0,0,0,0
0,eLITTER_LITTER_TYPE_BROADLEAF_EVERGREEN_RELATIVE_COVER,2.00,0,0,0,0,0,33.00,0,0,0,0,0,0,0,0,0,100.00,100.00,95.00,0,0,100.00,0,2.00,33.00,0,0,0,0,95.00,0,0,95.00,100.00,0,100.00,33.00,100.00,0,2.00,0
0,eLITTER_LITTER_TYPE_GRASS_RELATIVE_COVER,95.00,20.00,50.00,100.00,100.00,0,0,0,0,20.00,0,0,0,0,100.00,20.00,0,0,5.00,100.00,0,0,50.00,95.00,0,0,100.00,0,0,5.00,0,0,5.00,0,0,0,0,0,100.00,95.00,50.00
50.00,eLITTER_LITTER_TYPE_LONG_NEEDLE_PINE_RELATIVE_COVER,3.00,25.00,0,0,0,0,34.00,10.00,0,25.00,0,40.00,40.00,0,0,25.00,0,0,0,0,50.00,0,0,3.00,34.00,10.00,0,0,50.00,0,10.00,0,0,0,40.00,0,34.00,0,0,3.00,0
50.00,eLITTER_LITTER_TYPE_OTHER_CONIFER_RELATIVE_COVER,0,25.00,50.00,0,0,100.00,0,0,2.00,25.00,100.00,0,0,2.00,0,25.00,0,0,0,0,50.00,0,50.00,0,0,0,0,2.00,50.00,0,0,100.00,0,0,0,0,0,0,0,0,50.00
0,eLITTER_LITTER_TYPE_PALM_FROND_RELATIVE_COVER,0,0,0,0,0,0,0,0,0,0,0,60.00,60.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.00,0,0,0,0,0,0
0,eLITTER_LITTER_TYPE_SHORT_NEEDLE_PINE_RELATIVE_COVER,0,0,0,0,0,0,0,0,5.00,0,0,0,0,5.00,0,0,0,0,0,0,0,0,0,0,0,0,0,5.00,0,0,0,0,0,0,0,0,0,0,0,0,0
0,eMOSS_LICHEN_LITTER_GROUND_LICHEN_DEPTH,0,0.0,0.0,0,0.0,2,0,0,0,0,1.5,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,2,0.0,0,0,0,0.0,0,0,0,0
0,eMOSS_LICHEN_LITTER_GROUND_LICHEN_PERCENT_COVER,0,0.0,0.0,0,0.0,5,0,0,0,0,3.75,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,5,0.0,0,0,0,0.0,0,0,0,0
0.2,eMOSS_LICHEN_LITTER_LITTER_DEPTH,0.5,0.5249999999999999,0.15000000000000002,1.5,1.125,1,2,1.5,2,0.7,0.75,2,1.5,2,2.5,0.7,0.75,1.8,1.2,1.875,0.2,1.35,0.2,0.375,2,1.125,1.5,1.5,0.15000000000000002,1.2,1.5,1,0.8999999999999999,1.8,2,1,1.5,1,2.5,0.5,0.2
70,eMOSS_LICHEN_LITTER_LITTER_PERCENT_COVER,90,67.5,7.5,90,67.5,15,50,90,90,90,11.25,70,52.5,90,5,90,45.0,98,34,3.75,70,73.5,10,67.5,50,67.5,90,67.5,52.5,34,90,15,25.5,98,70,60,37.5,60,5,90,10
0,eMOSS_LICHEN_LITTER_MOSS_DEPTH,0,0.15000000000000002,0.0,0,0.0,2.5,2,1,0,0.2,1.875,0,0.0,0,0,0.2,0.0,0,0,0.0,0,0.0,0,0.0,2,0.75,0,0.0,0.0,0,1,2.5,0.0,0,0,0,1.5,0,0,0,0
0,eMOSS_LICHEN_LITTER_MOSS_PERCENT_COVER,0,1.125,0.0,0,0.0,80,5,5,0,1.5,60.0,0,0.0,0,0,1.5,0.0,0,0,0.0,0,0.0,0,0.0,5,3.75,0,0.0,0.0,0,5,80,0.0,0,0,0,3.75,0,0,0,0
3,eNATURAL_FIRE_REGIME,1,1,2,2,2,4,4,1,0,1,4,1,1,0,2,1,2,0,3,2,3,0,2,1,4,1,2,0,3,3,1,4,3,0,1,2,4,2,2,1,2
0,eNOTES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,ePHONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,eSHRUBS_NEEDLE_DRAPE_AFFECTS_FIRE_BEHAVIOR,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2.2,eSHRUBS_PRIMARY_LAYER_HEIGHT,10,2.5,0.85,0,0.0,5,3.5,6,10,5,2.5,5,2.5,10,3,5,2.5,3.1,3.9,1.5,2.2,1.55,1.7,5.0,3.5,3.0,0,5.0,1.1,3.9,6,5,1.95,3.1,5,5,1.75,5,3,10,1.7
21.6,eSHRUBS_PRIMARY_LAYER_PERCENT_COVER,10,30.0,20.0,0,0.0,10,85,30,25,60,5.0,80,40.0,25,2,60,35.0,8,33,1.0,21.6,4.0,40,5.0,85,15.0,0,12.5,10.8,33,30,10,16.5,8,80,70,42.5,70,2,10,40
85,eSHRUBS_PRIMARY_LAYER_PERCENT_LIVE,80,45.0,46.5,0,0.0,90,90,85,85,90,45.0,90,45.0,85,100,90,42.5,90,80,50.0,85,45.0,93,40.0,90,42.5,0,42.5,42.5,80,85,90,40.0,90,90,85,45.0,85,100,80,93
0.3,eSHRUBS_SECONDARY_LAYER_HEIGHT,4,0.0,0.0,0,0.0,1,5,0,2.5,0,0.5,0,0.0,2.5,0,0,1.0,0,0,0.0,0.3,0.0,0,2.0,5,0.0,0,1.25,0.15,0,0,1,0.0,0,0,2,2.5,2,0,4,0
1.2,eSHRUBS_SECONDARY_LAYER_PERCENT_COVER,15,0.0,0.0,0,0.0,20,30,0,20,0,10.0,0,0.0,20,0,0,2.5,0,0,0.0,1.2,0.0,0,7.5,30,0.0,0,10.0,0.6,0,0,20,0.0,0,0,5,15.0,5,0,15,0
95,eSHRUBS_SECONDARY_LAYER_PERCENT_LIVE,80,0.0,0.0,0,0.0,90,90,0,85,0,45.0,0,0.0,85,0,0,42.5,0,0,0.0,95,0.0,0,40.0,90,0.0,0,42.5,47.5,0,0,90,0.0,0,0,85,45.0,85,0,80,0
2,eSTRUCTURAL_CLASS,0,1,0,0,0,3,4,7,1,1,3,4,4,1,0,1,0,3,4,0,2,3,0,0,4,7,0,1,2,4,7,3,4,3,4,0,4,0,0,0,0
0,eUSER_NAME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,eVEGETATION_FORM,5,2,6,3,3,2,6,4,4,2,2,2,2,4,3,2,6,1,1,3,2,1,6,5,6,4,3,4,2,1,4,2,1,1,2,6,6,6,3,5,6
4,eWOODY_FUEL_ALL_DOWNED_WOODY_FUEL_DEPTH,0.5,1.0,0.1,0,0.0,0.5,0,1,1,2,0.25,0.5,0.25,1,0,2,0.5,3,1,0.0,4,1.5,0.2,0.25,0,0.5,0,0.5,2.0,1,1,0.5,0.5,3,0.5,1,0.0,1,0,0.5,0.2
70,eWOODY_FUEL_ALL_DOWNED_WOODY_FUEL_TOTAL_PERCENT_COVER,15,1.0,5.0,0,0.0,30,0,40,25,2,15.0,15,7.5,25,0,2,25.0,80,30,0.0,70,40.0,10,7.5,0,20.0,0,12.5,35.0,30,40,30,15.0,80,15,50,0.0,50,0,15,10
0.078119,eWOODY_FUEL_PILES_CLEAN_LOADING,0,0.0074325,0,0,0,0.081811,0,0.135893,1.764912,0.009910,0.061358249999999996,0,0,1.764912,0,0.009910,0,0.132121,0,0,0.078119,0.09909074999999999,0,0,0,0.10191975,0,1.323684,0.058589249999999995,0,0.135893,0.081811,0,0.132121,0,0,0,0,0,0,0
0.000000,eWOODY_FUEL_PILES_DIRTY_LOADING,0,0.0,0,0,0,0.000000,0,0.000000,0.000000,0.000000,0.0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0.000000,0.0,0,0,0,0.0,0,0.0,0.0,0,0.000000,0.000000,0,0.000000,0,0,0,0,0,0,0
0.000000,eWOODY_FUEL_PILES_VERYDIRTY_LOADING,0,0.0,0,0,0,0.000000,0,0.000000,0.000000,0.000000,0.0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0.000000,0.0,0,0,0,0.0,0,0.0,0.0,0,0.000000,0.000000,0,0.000000,0,0,0,0,0,0,0
0,eWOODY_FUEL_ROTTEN_WOOD_LOADINGS_GREATER_THAN_THREE_INCHES_GREATER_THAN_TWENTY_INCHES,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0.5,0,0.0,0,0.45,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.5,0,0,0.0,0,0,0,0
11,eWOODY_FUEL_ROTTEN_WOOD_LOADINGS_GREATER_THAN_THREE_INCHES_NINE_TO_TWENTY_INCHES,0,0.9,0.0,0,0.0,0,0,0.3,0,1,0.0,0,0.0,0,0,1,0.0,0.5,0,0.0,11,0.45,0,0.0,0,0.27,0,0.0,9.9,0,0.3,0,0.0,0.5,0,0,0.0,0,0,0,0
5,eWOODY_FUEL_ROTTEN_WOOD_LOADINGS_GREATER_THAN_THREE_INCHES_THREE_TO_NINE_INCHES,0,1.4400000000000002,0.0,0,0.0,0.5,0,0.75,0.5,1.6,0.45,0,0.0,0.5,0,1.6,0.0,2,0.5,0.0,5,1.8,0,0.0,0,0.675,0,0.45,4.5,0.5,0.75,0.5,0.45,2,0,0,0.0,0,0,0,0
0,eWOODY_FUEL_SOUND_WOOD_LOADINGS_GREATER_THAN_THREE_INCHES_GREATER_THAN_TWENTY_INCHES,0,0.0,0.0,0,0.0,0,0,0.5,0,0,0.0,0,0.0,0,0,0,0.0,6,0,0.0,0,5.4,0,0.0,0,0.45,0,0.0,0.0,0,0.5,0,0.0,6,0,0,0.0,0,0,0,0
12,eWOODY_FUEL_SOUND_WOOD_LOADINGS_GREATER_THAN_THREE_INCHES_NINE_TO_TWENTY_INCHES,0.1,1.8,0.0,0,0.0,0,0,0.5,1.8,2,0.0,0,0.0,1.8,0,2,0.0,1,0,0.0,12,0.9,0,0.09000000000000001,0,0.45,0,1.62,10.8,0,0.5,0,0.0,1,0,0,0.0,0,0,0.1,0
6,eWOODY_FUEL_SOUND_WOOD_LOADINGS_GREATER_THAN_THREE_INCHES_THREE_TO_NINE_INCHES,0.2,3.6,0.0,0,0.0,1,0,1.2,1.8,4,0.9,0.5,0.45,1.8,0,4,0.0,4,0.4,0.0,6,3.6,0,0.18000000000000002,0,1.08,0,1.62,5.4,0.4,1.2,1,0.36000000000000004,4,0.5,0,0.0,0,0,0.2,0
2,eWOODY_FUEL_SOUND_WOOD_LOADINGS_ZERO_TO_THREE_INCHES_ONE_TO_THREE_INCHES,0.14,0.6,0.1,0,0.0,0.5,0,1,0.7,1.2,0.25,0.3,0.15,0.7,0,1.2,0.5,4.2,0.8,0.0,2,2.1,0.2,0.07,0,0.5,0,0.35,1.0,0.8,1,0.5,0.4,4.2,0.3,1,0.0,1,0,0.14,0.2
1.5,eWOODY_FUEL_SOUND_WOOD_LOADINGS_ZERO_TO_THREE_INCHES_QUARTER_INCH_TO_ONE_INCH,0.16,0.7,0.2,0,0.0,0.2,0,0.5,0.4,1.4,0.1,0.4,0.2,0.4,0,1.4,0.5,3.3,0.5,0.0,1.5,1.65,0.4,0.08,0,0.25,0,0.2,0.75,0.5,0.5,0.2,0.25,3.3,0.4,1,0.0,1,0,0.16,0.4
1,eWOODY_FUEL_SOUND_WOOD_LOADINGS_ZERO_TO_THREE_INCHES_ZERO_TO_QUARTER_INCH,0.1,0.25,0.1,0,0.0,0.1,0,0.3,0.02,0.5,0.05,0.02,0.01,0.02,0,0.5,0.25,0.8,0.4,0.0,1,0.4,0.2,0.05,0,0.15,0,0.01,0.5,0.4,0.3,0.1,0.2,0.8,0.02,0.5,0.0,0.5,0,0.1,0.2
0,eWOODY_FUEL_STUMPS_LIGHTERED_PITCHY_DIAMETER,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0
0,eWOODY_FUEL_STUMPS_LIGHTERED_PITCHY_HEIGHT,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0
0,eWOODY_FUEL_STUMPS_LIGHTERED_PITCHY_STEM_DENSITY,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0
9.6,eWOODY_FUEL_STUMPS_ROTTEN_DIAMETER,0,13.5,0.0,0,0.0,3.5,0,10,10,15,3.15,10,9.0,10,0,15,0.0,0,0,0.0,9.6,0.0,0,0.0,0,9.0,0,9.0,8.64,0,10,3.5,0.0,0,10,0,0.0,0,0,0,0
0.4,eWOODY_FUEL_STUMPS_ROTTEN_HEIGHT,0,2.7,0.0,0,0.0,2,0,1,0.5,3,1.8,1,0.9,0.5,0,3,0.0,0,0,0.0,0.4,0.0,0,0.0,0,0.9,0,0.45,0.36000000000000004,0,1,2,0.0,0,1,0,0.0,0,0,0,0
115,eWOODY_FUEL_STUMPS_ROTTEN_STEM_DENSITY,0,4.5,0.0,0,0.0,50,0,5,80,5,45.0,3,2.7,80,0,5,0.0,0,0,0.0,115,0.0,0,0.0,0,4.5,0,72.0,103.5,0,5,50,0.0,0,3,0,0.0,0,0,0,0
9.6,eWOODY_FUEL_STUMPS_SOUND_DIAMETER,0,15,0,0,0,3.5,0,0,0,15,3.5,0,0,0,0,15,0,0,0,0,9.6,0,0,0,0,0,0,0,9.6,0,0,3.5,0,0,0,0,0,0,0,0,0
0.4,eWOODY_FUEL_STUMPS_SOUND_HEIGHT,0,3,0,0,0,2,0,0,0,3,2,0,0,0,0,3,0,0,0,0,0.4,0,0,0,0,0,0,0,0.4,0,0,2,0,0,0,0,0,0,0,0,0
115,eWOODY_FUEL_STUMPS_SOUND_STEM_DENSITY,0,5,0,0,0,50,0,0,0,5,50,0,0,0,0,5,0,0,0,0,115,0,0,0,0,0,0,0,115,0,0,50,0,0,0,0,0,0,0,0,0
(),eCANOPY_SNAGS_CLASS_1_ALL_OTHERS_SPECIES_SPECIES_DESCRIPTION,(),(),(),(),(),((183302,(),((19276,((19276,(),((183302,(),(),((19276,(),(),(),(),(),(),(),(),(),(),(),((19276,(),((19276,(),(),((19276,((183302,(),(),(),(),(),(),(),(),()
(),eCANOPY_SNAGS_CLASS_1_CONIFERS_WITH_FOLIAGE_SPECIES_SPECIES_DESCRIPTION,(),((183365,(),(),(),(),(),((183385,((183397,((183365,(),(),(),((183397,(),((183365,(),(),(),(),(),(),(),(),(),((183385,(),((183397,(),(),((183385,(),(),(),(),(),(),(),(),(),()
(),eCANOPY_SNAGS_CLASS_2_SPECIES_SPECIES_DESCRIPTION,(),((183365,(),(),(),((183302,((183378,((183385,((19276,((183365,((183302,((18038,((18038,((19276,(),((183365,(),((27189,(),(),(),((27189,(),(),((183378,((183385,(),((19276,(),(),((183385,((183302,(),((27189,((18038,(),((183378,(),(),(),()
((181826,eCANOPY_SNAGS_CLASS_3_SPECIES_SPECIES_DESCRIPTION,(),((183365,(),(),(),((183302,((183378,((183385,((19276,((183365,((183302,((18038,((18038,((19276,(),((183365,(),((27189,(),(),((181826,((27189,(),(),((183378,((183385,(),((19276,((181826,(),((183385,((183302,(),((27189,((18038,(),((183378,(),(),(),()
(),eCANOPY_TREES_MIDSTORY_SPECIES_SPECIES_DESCRIPTION,((18070,((183424,(),(),(),(),(),((28728,((28728,((183424,(),(),(),((28728,(),((183424,(),((27189,(),(),(),((27189,(),((18070,(),((28728,(),((28728,(),(),((28728,(),(),((27189,(),(),(),(),(),((18070,()
((183365,eCANOPY_TREES_OVERSTORY_SPECIES_SPECIES_DESCRIPTION,((18038,((183424,((194855,(),(),((183302,((183378,((183385,((19290,((183424,((183302,((18038,((18038,((19290,(),((183424,(),((27189,((27259,(),((183365,((27189,((194855,((18038,((183378,((183385,(),((19290,((183365,((27259,((183385,((183302,((27259,((27189,((18038,(),((183378,(),(),((18038,((194855
(),eCANOPY_TREES_UNDERSTORY_SPECIES_SPECIES_DESCRIPTION,(),(),((194855,(),(),((183302,((21386,((183385,((18117,(),((183302,((18036,((18036,((18117,(),(),(),((27189,(),(),(),((27189,((194855,(),((21386,((183385,(),((18117,(),(),((183385,((183302,(),((27189,((18036,(),((21386,(),(),(),((194855
((39786,eHERBACEOUS_PRIMARY_LAYER_SPECIES_SPECIES_DESCRIPTION,((41400,((40540,((40524,((41267,((41267,((39369,((17751,((17224,((17261,((40540,((39369,((41400,((41400,((17261,((41088,((40540,(),((193446,((796732,((41088,((39786,((193446,((40524,((41400,((17751,((17224,((41267,((17261,((39786,((796732,((17224,((39369,((796732,((193446,((41400,(),((17751,(),((41088,((41400,((40524
((509586,eHERBACEOUS_SECONDARY_LAYER_SPECIES_SPECIES_DESCRIPTION,((21992,(),(),(),(),((17161,(),(),(),(),((17161,((17224,((17224,(),((26642,(),(),(),((33394,((26642,((509586,(),(),((21992,(),(),(),(),((509586,((33394,(),((17161,((33394,(),((17224,(),(),(),((26642,((21992,()
((23512,eSHRUBS_PRIMARY_LAYER_SPECIES_SPECIES_DESCRIPTION,((507899,((25177,((35498,(),(),((181894,((27981,((506068,((18147,((25177,((181894,((42508,((42508,((18147,((28779,((25177,((25090,((894525,((28675,((28779,((23512,((894525,((35498,((507899,((27981,((506068,(),((18147,((23512,((28675,((506068,((181894,((28675,((894525,((42508,((25090,((27981,((25090,((28779,((507899,((35498
((18832,eSHRUBS_SECONDARY_LAYER_SPECIES_SPECIES_DESCRIPTION,((27981,(),(),(),(),((505637,((18070,(),((23571,(),((505637,(),(),((23571,(),(),((21132,(),(),(),((18832,(),(),((27981,((18070,(),(),((23571,((18832,(),(),((505637,(),(),(),((21132,((18070,((21132,(),((27981,()
((183291,eWOODY_FUEL_ROTTEN_WOOD_ALL_ROTTEN_WOOD_SPECIES_SPECIES_DESCRIPTION,(),((183365,(),(),(),((183302,(),((183385,((19276,((183365,((183302,(),(),((19276,(),((183365,(),((27189,((27259,(),((183291,((27189,(),(),(),((183385,(),((19276,((183291,((27259,((183385,((183302,((27259,((27189,(),(),(),(),(),(),()
((183291,eWOODY_FUEL_SOUND_WOOD_ALL_SOUND_WOOD_SPECIES_SPECIES_DESCRIPTION,((18035,((183365,((194855,(),(),((183302,(),((183385,((19447,((183365,((183302,((18038,((18038,((19447,(),((183365,((25090,((27189,((27259,(),((183291,((27189,((194855,((18035,(),((183385,(),((19447,((183291,((27259,((183385,((183302,((27259,((27189,((18038,((25090,(),((25090,(),((18035,((194855
(),eWOODY_FUEL_STUMPS_LIGHTERED_PITCHY_SPECIES_SPECIES_DESCRIPTION,(),(),(),(),(),(),(),(),(),(),(),(),(),(),(),(),(),(),(),(),(),(),(),(),(),(),(),(),(),(),(),(),(),(),(),(),(),(),(),(),()
((183291,eWOODY_FUEL_STUMPS_ROTTEN_SPECIES_SPECIES_DESCRIPTION,(),((183424,(),(),(),((183302,(),((183385,((19276,((183424,((183302,((18038,((18038,((19276,(),((183424,(),(),(),(),((183291,(),(),(),(),((183385,(),((19276,((183291,(),((183385,((183302,(),(),((18038,(),(),(),(),(),()
((183291,eWOODY_FUEL_STUMPS_SOUND_SPECIES_SPECIES_DESCRIPTION,(),((183424,(),(),(),((183302,(),(),(),((183424,((183302,(),(),(),(),((183424,(),(),(),(),((183291,(),(),(),(),(),(),(),((183291,(),(),((183302,(),(),(),(),(),(),(),(),()
